customer_tweet_id,customer_text,support_text
2012253,But why tf can’t I play music from my phone in my car via USB anymore???🧐🧐 and why are my playlists not shuffling😩😩 @AppleSupport,@134122 We can understand wanting to listen to your music in your car. DM us your exact iOS version so we can take a closer look. https://t.co/GDrqU22YpT
1771789,@AppleSupport WiFi,@155649 Have you tried internet recovery via Ethernet? DM us with details here: https://t.co/GDrqU22YpT
1012697,@AppleSupport 🤥 https://t.co/a1iuM6q3pP,"@359630 We'll make sure to get this straightened out. DM us, and we'll see you there. https://t.co/GDrqU22YpT"
123723,@AppleSupport hey! how can I update my iphone using cellular data?,@143664 That's a great question! You can only update your iPhone using Wi-Fi or by using iTunes on a computer. This article explains more: https://t.co/ahjigcvFRG
1449268,@AppleSupport MY PHONE HAS BEEN STUCK UPDATING FOR 15 HOURS!!!!,@456298 We're here to help. Can you tell us if you are updating applications or are you trying to update the operating system?
2146637,i woke up and all my pictures disappeared @AppleSupport wth !!!,"@631027 This can help: https://t.co/bBXCAdkSGC For more, reach out to our Photos specialists here: https://t.co/IBIY3vMgPj https://t.co/GDrqU22YpT"
2939036,@AppleSupport over the air :(,@331181 Let's try the suggestions here to see if they help: https://t.co/Ui1yTnOCUz Let us know the results.
1710027,"The ""I"" problem is bigger than itself. @115858 really needs to fix their QA. It's been a shit storm for a while now. Can't excuse it no more.",@518094 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
2902008,"@AppleSupport my brother keeps getting random church podcasts (3 diff series) Dow loading to his phone, he keeps deleting, he’s not subscribed to them and never has. Checked iTunes desktop and no sign of them but they keep appearing on his phone",@170334 We can certainly help him look into this. Have him reach out to us so we can help to look into this further. He can contact us here or through this site: https://t.co/IBIY3vMgPj
2641743,"@AppleSupport Whit #iOS11   touch id not working  say ""Failed Unable to complete Touch ID setup pleasego back and try again""",@745487 We'd like to take a further look into this issue. Send us a DM. https://t.co/GDrqU22YpT
2750485,"@AppleSupport All apps are just freezing, home screen is freezing, lock screen is freezing, on button freezes (phone stays blank when tryna unlock it) all depends on what I’m doing at the time. Doesn’t seem to be a thing that triggers it, just happens!",@770047 We'd like to look into this freezing issue further. Please DM us to continue working on this. https://t.co/GDrqU22YpT
500027,@AppleSupport is this meant to happen? #SpinningAround https://t.co/LTo6ZayeQM,"@234433 Based on the video, we are unable to discern what the issue is. Please send us a DM with details about what is going on. https://t.co/GDrqU22YpT"
542299,Now my #iphonex doesn’t charge when it is turned on. It’s not been a good week for an @115858 user...,@237476 Let's get this figured out. We have some steps you can take here to help with charging. Please DM us the result. https://t.co/uqxquyfdn0 https://t.co/GDrqU22YpT
2058492,I can’t download apps anymore since the @115858 update please fix this my homeroom teacher wants me to download a app &amp; I can’t,"@518261 We'd like to help! Which device are you having this issue on? And, what's the current iOS version? Let us know in DM. https://t.co/GDrqU22YpT"
2840357,@AppleSupport I have done both of those - no difference 😔,"@790405 What version of iOS are you using? You can see the version by going to Settings &gt; General &gt; About. DM us, and let us know the answer. https://t.co/GDrqU22YpT"
34601,"@AppleSupport I don’t think so—it did work this morning, has been deactivated for whatever reason, and now it won’t activate… 🤔",@123495 Thank you for providing us with that information. Let's look further into this issue. Please DM us the device you are using. https://t.co/GDrqU22YpT
1836637,@AppleSupport A simple restart did not fix it.,"@426986 Got it. Thanks for clarifying this for us. If you run into this again, feel free to DM us and we can look into it further. https://t.co/GDrqU22YpT"
522945,@AppleSupport My iphone 6S has been constantly restarting on its own every few minutes. I have already updated to the latest iOS 11.1.2. Please help before i kill it.,@240809 We'd like to help you out. DM us and we can get started. https://t.co/GDrqU2kzhr
845550,"@AppleSupport It’s intermittent, it happens on the home screen and I can’t get it to turn back unless I lock the screen/restart",@320987 Got it. Do you keep the orientation lock on when the issue occurs? Which version of iOS 11 are you running on this iPhone?
767430,@AppleSupport woke up this morning to my home button not working and not being able to use it and this message coming up... help please https://t.co/rbEL58WPSg,@303410 We'd like to help. Let's try any steps you haven't done from this article: https://t.co/xqiXha6yeB Let us know the outcome.
1617852,Ughhhh @115858 i updated my phone and I’m still seeing these question mark boxes 😒,"@496060 Thanks for reaching out! We're glad to help, we've got a guide to share with you regarding this: https://t.co/xU1AGHStV6"
1634038,Is anyone having problems with their iPhone though? @115858 fix this mess,@499891 We are happy to assist! What trouble were you having with your iPhone today?
2034959,I see all these black boxes but it says my phone up to date so @AppleSupport what ya got goin on,@601631 We’d like to help with your iPhone. DM us a description of what you’re experiencing. We’ll go from there. https://t.co/GDrqU22YpT
1261263,@AppleSupport @115858 @119459 NOBODY listens to my claim since the cover as the mophie did not arrive I need an urgent response(part2),@376190 We’d like to assist with your order as much as possible.  Did you order it through the Apple Website?
2689505,@AppleSupport Got it ..thanks,@756149 You're welcome. Have a great day!
743445,@AppleSupport It’s working now. Thank you,@297761 Absolutely. We're happy to have helped!
1659652,"Unrelated to my last tweet: this bug is so annoying! @AppleSupport 
Anyone else having this happen? https://t.co/bZ3c0s1FuT",@506329 Thanks for reaching out. We have a workaround for this here: https://t.co/qODbOsp4wz DM us if you still need help.
782376,Bugün tam 5 kere şarj oldun be sevgili apple ... @115858,@306758 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj
1794860,"Apple Support just whipped my laptop without warning me and I lost $1,000 worth of work on a Final Cut project. #screwed @AppleSupport",@539346 We’d like to understand more about this situation. Please DM us some details and we’ll take it from there. https://t.co/GDrqU22YpT
2041682,"But of course still no edit button so I️ can fix that stupid question mark thing, thanks @115858 thanks @123765",@603691 We're here to help DM us so that we can look more into this issue with you. Which iOS version do you have? https://t.co/GDrqU22YpT
2109786,"Hey @115858 your latest iOS update has wiped out my phone - the battery goes not long after breakfast! From full day plus, down to lucky to make it to lunchtime. Sort it out will you!",@622419 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT
1975813,@AppleSupport 11.0.3 - all up-to-date.,"@585110 We just released iOS 11.1. Let's go ahead and back up, update, and then test the device, please."
1670221,@AppleSupport The app have been messing up so I deleted it to install again and it want let me install it,@397736 Are you getting an error message when trying to install the app?
374236,@AppleSupport Any reason why the battery life is so poor? It's only 6 months old.,"@204728 We'd like to help.  Which device are you using and how long ago did you notice the battery issue, please?"
1897904,@AppleSupport Thanks guys ♥️,@565645 You're welcome and have a great rest of your day!
1268397,"@8492 
@118936 
@AppleSupport 
@115858

Hi..I purchased for a game its says 29.99$..but they took from 34.97$ ؟؟ what should i do?",@416988 Our iTunes Store support team would be the best group to look into this for you. You can reach them here: https://t.co/SDIe7UiyJN
1918019,@AppleSupport thank god my phone updated while I was sleeping and now crashes non stop regardless of what I’m doing 🙃,@571237 We can help with your iPhone performance.  Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT
1776278,@AppleSupport why is this happening ? I’m connected to WiFi. https://t.co/8E7wayUM2p,@533778 We'd like to help! Check out this article: https://t.co/Ui1yTnOCUz
999022,Aye moe y’all need to fix this shit fr😒 @AppleSupport https://t.co/4cT9EX8ogP,@356550 Let's see what we can do. We'd like to have you try the following steps and then restart afterward: https://t.co/uQeXsrrlXJ
2550309,"@115858 
camera troubles are happening. What the? https://t.co/apDcgCCUxq",@708488 We are here to help. DM us your iOS version and your device model we can take a look at this. https://t.co/GDrqU22YpT
2740787,I know it’s a long shot @115858 but my MacBook Pro was brand new and stolen on Saturday morning from our car that was broken into. Had my book manuscript on it and all my work on the company we are starting. Heartbroken and lost without it. ❤️,"@749767 Oh no! We'll do everything in our power to help out. If you haven't already, check out this resource regarding if your Mac is lost or stolen: https://t.co/rY3YNIWj2t"
97031,"Is it just me or is the @115858 app store a piece of shit? I rarely use it, but everytime I need to, it's always the biggest pain in the ass!",@137180 We'd like to look into the issues you're having with the Apple Store app. Can you explain the issues you are seeing?
1950956,#ios11update ruined my phone and patience. #iphone7 @115858,@579425 Let us know all about any issues you're seeing. We'd love to help sort it out. Please DM us to proceed. https://t.co/GDrqU22YpT
1539932,@AppleSupport Consistently,"@477289 Alright, thanks. Let's meet in DM to continue. https://t.co/GDrqU22YpT"
1927092,I think that @115858 won.. and I think I'm done with apple products #jailbreakisdead,@573508 We don't want it to get to the point where that's an option. Please DM what's happening and we'll work with you on a solution. https://t.co/GDrqU22YpT
1891644,@115858 my iPhone keeps freezing after this update.  It’s ridiculous,@564074 Let's partner together on this. DM us which iPhone you have and the exact iOS verison installed. We'll go from there. https://t.co/GDrqU22YpT
51630,"@AppleSupport 
Really dislike feature Brightness adjusts up/down automatically on the iPhone6. If I wanted it darker, I’d adjust it myself.",@127591 It sounds like Auto-Brightness is enabled. Check this out for how to disable that feature: https://t.co/bkqEVCrK2l
2112937,@AppleSupport I just updated my phone to iOS 11.1 and now ALL my music is gone! I pay for Apple Music and I don’t know what to do... help,@623073 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
145258,screw an apple device instead of the consumer. 90 days of ordeal and still counting!!! @7396 @AppleSupport @115858 https://t.co/YpPyDmimVN,@148924 We'd like to hear more about what's happening and help any way we can. Please DM us a bit more detail about what's going on. https://t.co/GDrqU22YpT
2288470,Hey @AppleSupport why do I have to keep signing in? https://t.co/S3EDXO16NZ,@664861 We'd like to see what we can do to help address this. DM us and we'll continue from there. https://t.co/GDrqU22YpT
156025,"@115858 two days ago something happened to my iPhone without me knowing. “I” had been replaced by some foolish hieroglyphic. It shows up in Facebook posts, text messages etc.
I’ve been trying to post about my battle with PTSD but the posts look unprofessional and childish, thanks","@151822 We're very glad you contacted us for assistance. We recently released an iOS update, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6"
1642640,Day 1 with #iphonex - it has a voracious appetite for data. Sucked my 4gb data plan an extra 3gb. @115990 @AppleSupport https://t.co/Wfd4vhLXbN,"@502102 We're here for you. Send us a DM, and we'll take a closer look at this together. https://t.co/GDrqU22YpT"
1341739,@AppleSupport @115858 why are pre orders now at 5-6weeks for iPhone X. Can we. It buy in store on friday 3rd Nov?,@432951 Thanks for your interest. Reach out to our Online Sales team here: https://t.co/8gHzWPeVn5
2065638,"Por favor  @AppleSupport #Iphone esta nueva actualización me tiene el cel lento, se acaba la batería enseguida. Que pasa??",@610854 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs https://t.co/GDrqU22YpT
367947,"Hi @AppleSupport since I have updated #iOS1102 I notice my #battery gets down quickly. 

Please help!

#iOS11
#Batterylife
#GetsDown
#Apple",@203170 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.0.2 downloaded? https://t.co/GDrqU22YpT
999186,@AppleSupport since updating to iOS 11.0.3 all my apps have stopped functioning properly and will barely open! I have restart 4 x day ☹️☹️☹️,@356589 Let's look into this together. Send us a DM including the device you're using. We'll go from there. https://t.co/GDrqU22YpT
1400696,Dear @115858 iOS 11 has crippled my barely 2 yr old phone. Not cool. #brick,@445677 That's not good. We want your iPhone running its best. Provide us more details on what's going on so we can help.
368337,"@115858 How am I supposed to tell the time from this? 11.0.2, this is my lock screen... #iOS11bug https://t.co/jMdjGKK04S","@203274 Let's work on it together. If you haven't yet, let's try a restart, here's how: https://t.co/OWRDHWSt4h"
800391,@AppleSupport DM?,@310718 DM is direct message. You can use the link below to reach out to us. https://t.co/GDrqU22YpT
2869649,SOMEONE PLEASE HELP ME STOP MY MESSAGE APP CRASHING!!!!!!!! @115858 @AppleSupport @115858 https://t.co/9dqziHfwfd,@796889 Thank you for reaching out. We've received your DM and will continue working with you there.
338620,"@AppleSupport since I updated to #iOS11
On my iPhone 7 Plus it’s drain the #battery and get #overheated,help plz!!!",@196834 We'd be happy to help. Are you experiencing this issue on the latest version of iOS 11.0.2?
2375261,"Gonna be real fun tweeting all night without using “I️.” The first person singular isn’t common, is it? (Fix this, @115858) #STLBlues #AllTogetherNowSTL","@685157 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6"
856120,"@AppleSupport Multiple, top of the mind:- notification will get stuck on top, voicemail won’t play, it crashes,discon wifi will make cellular ntwrk go awy",@323303 Got it. Let's meet in DM and we can gather some more information and go from there. https://t.co/GDrqU22YpT
2802441,"@AppleSupport the update has to do with the iPhone x. My Apple Music has been working just fine now all of a sudden I have to go into the app to change the song, pause it, anything...","@669487 We understand. Please send us a DM to let us know if after the update the issue persists, and we'll move forward from there. https://t.co/GDrqU22YpT"
1147954,@AppleSupport I haven’t tried it on any other wi-if spots.,@390164 We would like to look into this further for you. Reach out to us in DM https://t.co/GDrqU22YpT
2618304,@AppleSupport I did what you said but still the same https://t.co/RcY18xkUiD,@739938 Thanks for the follow up. Let's continue. Do you have larger text enabled under Settings &gt; General &gt; Accessibility?
2276928,@AppleSupport is something happening with iCloud photos recently? All my photos are a complete mess across my devices.,"@662190 Let's start looking into this. What do you mean by ""mess""? Are they out of order? Do you see a similar problem at https://t.co/tmRhWEkIq4 through a computer's browser?"
2944440,"Is there any bug with Notification Center iTunes widget on HighSierra ? I’m using AppleMusic on iTunes to play songs, but widget don’t recognise it !🐔🐞 @AppleSupport https://t.co/k8uR1BU0iF","@813385 Hi there. We've tested the issue on our devices and aren't able to duplicate it. Please DM if this is still happening, we'll get to the bottom if it for you. https://t.co/GDrqU22YpT"
2148047,@AppleSupport Built in,"@631362 Does this happen when you are connected to Wi-Fi, cellular data, or both?"
2015954,"@115858 sometimes when sending messages, I️ is changed to some funky format after the update. My friends too. Stop please.",@596142 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT
2609207,"@AppleSupport Yes it is. I tried deleting &amp; reinstalling.
Entered passwords on imap &amp; stmp 
Help",@737996 Go ahead and send us a DM. We will work with you on this from there. https://t.co/GDrqU22YpT
1482422,@AppleSupport please fix this! I️ want to be able to use autocorrect again. Weird bug! https://t.co/f1tvcMN0lf,@464214 We can help. DM and tell us what version of iOS you see under Settings &gt; General &gt; About &gt; Version. https://t.co/GDrqU22YpT
1971005,@115858 @917 https://t.co/SKIFYGETaF,@583821 We've got your back. Let's work on this in DM. Send us your iPhone model and iOS version from Settings &gt; General &gt; About to start. https://t.co/GDrqU22YpT
1835324,"@AppleSupport Could you send me a new T :D
#justkidding",@550412 We'd like to look into some options for that MacBook. Let us know which country you're located in via DM to get started. https://t.co/GDrqU22YpT
360274,"@AppleSupport WTH did you DO? 11.0.2 is a mess, I've lost a lot, done factory reset, when are you going to correct this? HORRIBLE!! :(","@123459 We're here for you! Send us a DM, and we'll take a closer look at this issue together. https://t.co/GDrqU22YpT"
2041361,"@AppleSupport phone won’t stop freezing since the update, thank you for this.","@249513 We'd love to help. Can you provide your complete software version from Settings &gt; General &gt; About &gt; Version, in DM? https://t.co/GDrqU22YpT"
825664,@AppleSupport I requested for a repair and I was told I would get an email about my box but heard nothing? Will it still be coming?,"@316650 Hi there. We'd be happy to check on this for you. Please send us a DM, we'll meet you there. https://t.co/GDrqU22YpT"
2279887,"Help please... my iPhone screen has frozen, it will only let me unlock. I can't click on any apps? @115858",@662808 We certainly want to do everything possible to get this resolved for you. We would like to look into how we can assist. Let's start by confirming the version you're currently running. You can find that by going to Settings &gt; General &gt; About on your iPhone.
1541137,@AppleSupport iTunes would simply show iPhone and sit there. I was able to activate my phone after 3 hours. Now my wife’s iPhone X is stuck.,@477618 DM us if you're having this same issue with another iPhone. We'll look into this to be sure you're up and working with both iPhones. https://t.co/GDrqU22YpT
266064,@115858 iOS 11 is by far the worst I’ve never expierence issues updating software till now I loved my 7 plus on iOS 10,@117309 We'd be happy to see how we can help. Can you tell us more about what you're experiencing?
1989821,"@AppleSupport What is going on with the letter ""I️"" https://t.co/TKa7E7FbXS",@588877 We'd like to look into this with you. Send us a DM including the exact iOS version installed. We'll continue there. https://t.co/GDrqU22YpT
1582977,@115858 please give us an update that fixes the letter I️ situation. It’s the most annoying thing ever to not be able to type the letter I.,@487202 We’d love to help. Here is a helpful link. https://t.co/xU1AGHStV6
386225,Is the Apple SE the same size as 4S? Thanks @AppleSupport,@167615 Good question. The iPhone SE has the same form factor as the iPhone 5s. Find out more here: https://t.co/a3z543QXTp
2596422,My Apple ID has been disabled for the last few hours...@AppleSupport has been no help at all. 🙄,@735156 We understand the importance of having access to your Apple ID account. That's not the experience we want you to have. Send us a DM and let us know what's going on. We'll do everything we can to assist. https://t.co/GDrqU22YpT
757850,"@AppleSupport App crashes,  hiccups in the UI, battery drain and bugs throughout the OS. It feels like it is still in beta","@301101 Thanks for getting us this information. If you go into Settings &gt; General &gt; About, what does it show there for the Version?"
458435,This “ I.T “ thing is a lot more annoying than the “I” thing y’all had going on @115858,"@223870 Is this something you're experiencing when typing? If so, we'd like to help. Let us know what device you're using and when this began. We'll work together on a solution!"
2321177,"@AppleSupport None is not an option. Why can't I click next in my screenshot? I even logged in on a PC and added a payment method to try and get past it but still have greyed out ""next"". Also added payment through phone setup. No go.","@565900 You are not able to click Next because all of the required information has not been provided on that page, such as the Paypal login still being required.  You've not yet linked an active Paypal account to the setup."
299034,"@115858 @AppleSupport su nueva actualización de IOS se chupa la pila en 3 horas, es imposible!!!!!",@187273 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3w3RGR or join https://t.co/OczyRxpjG0
2596445,@AppleSupport my iPhone won't update #help,@359989 We're here to help. Did you try updating your device over the air or through iTunes? Please DM us. https://t.co/GDrqU22YpT
1414816,@AppleSupport Yes.,@448796 Thanks for clarifying. Let's move to DM for a closer look. https://t.co/GDrqU22YpT
252873,@AppleSupport No not as yet,"@176093 Okay. Also, do you use iCloud Photo Library, and are you currently connected to Wi-Fi? Let us know and we'll go from there."
1526155,Wtf is this @115858 https://t.co/Pi95yyF2Hp,@240734 We've got your back. Which iOS version are you running? Please reply with a DM. https://t.co/GDrqU22YpT
1702928,so I just got a High Sierra update on my new Mac and suddenly my disk has a password that I am not aware of @AppleSupport what's up?,@516261  We'd like to learn more about this password request. Send us a DM. https://t.co/GDrqU22YpT
1533772,bruh this fucking ios update is turning my “i” into i️ .. shit is annoying @AppleSupport,"@475663 Which device and iOS version are you using? Check Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU22YpT"
2072245,When listening to music on my @115858 phone why does it stop when I go into @917 🤔,@612904 Hello there! Thank you for reaching out for support. You're in great hands for support. Let's look into this together. Let us know which iPhone and iOS version you're using. Use this link to check for the iOS version: https://t.co/ZTw54HL4Rm https://t.co/GDrqU22YpT
834507,@AppleSupport I have a iPhone 7 Plus Red. Works amazing. Then y’all came out with the 8 and suddenly my phone never works. What the hell.,@318717 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
1080376,@AppleSupport Wall.,@374863 Alright. Have you had a chance to try charging it with a different wall outlet? DM your response. https://t.co/GDrqU2kzhr
1980936,Thank you @115858 @AppleSupport and #ios11update for turning my mobile into a landline #alwayscharging   Please let me give me iOS10 back,@586388 Send us a DM and let us know what version of iOS 11 you're on. We'll go from there. https://t.co/GDrqU22YpT
451400,@AppleSupport my FaceTime and iMessage won’t activate and won’t sign into my Apple ID. Could you be of any assistance? Thank you for any help you may be able to give me.,@222041 We most certainly can help with FaceTime and iMessage activation. Are you getting any error messages?
2683942,iOS 11 is so so buggy still... sometimes I want to throw my phone against the wall. @AppleSupport,@754888 We want to help. What happens with iOS 11? Tell us more.
1880172,@AppleSupport why is my phone so laggy?,"@561152 We want you to enjoy your iPhone with your friends; we'll do all we can to help. To get started, connect with us in DM: https://t.co/GDrqU22YpT"
1882113,"@AppleSupport hello, I’m having so many problems with my phone at the moment...apps keep crashing, Touch ID not working properly etc","@561666 We want your iPhone to work just as you expect. Send us over a DM, and we'll work together towards a solution there. https://t.co/GDrqU22YpT"
2806696,@115858 I’m tired of these petty keyboard issues. I mean to type “It” and my phone typing I.t 😒,@205757 Hey there. Please send us a DM and tell us what version of iOS you see under Settings &gt; General &gt; About &gt; Version. We'll meet you there to help. https://t.co/GDrqU22YpT
1296825,@AppleSupport my Bluetooth headphones won’t pair since I updated to 11.0.3 - and my battery isn’t holding a charge!,@423099 Let's help get you connected. Please check out: https://t.co/JMbUWh4fsj and keep us posted.
1769946,@AppleSupport Using an iPhone 6 Plus. Original mint condition. And iOS 11.1 randomly causes my touchscreen to stop responding. #Frustrated,@532112 That's not what we'd expect at all. We'll do all we can to assist. When did this start happening exactly?
1617191,@115858 @AppleSupport @115948 like??? what the heck. should i just cancel it orrr?,"@265887 We'd like to look into what's going on. To make sure we understand, is Apple Music just opening to a black screen?"
330959,What happens to an iPhone battery 😳😳😳😅@AppleSupport #iphone #batteryexplode https://t.co/2MbpAYCjPZ,@194797 We can assist you. Please DM us via the following link and we'll help you further from there. https://t.co/GDrqU22YpT
950978,@AppleSupport Then got the wrong information on the phone and now have to wait days before I can get it looked at again to then wait another 5 days probs,@345241 Let's meet up in DM to see what we can do for you. Thank you. https://t.co/GDrqU22YpT
2205762,"@AppleSupport i️ have 11.1. i️ don’t get an error message for it, but today when i️ deletes an app that wouldn’t install i️ did. it just said that it couldn’t be installed and to try again later or whatever. while we’re at it can we fix the i️ problem ?",@157934 We're here for you. Let's get you updated to iOS 11.1.1 to see if the issue persists. Remember to create a backup first. You can find instructions for updating here: https://t.co/80YRnjDFDk
2830796,"@AppleSupport y'all must be messing with me. I've been calling, chatting, &amp; in store MANY times since Wed, &amp; still no solution. 😡😡😡",@788246 How can we be of assistance?
587086,"@AppleSupport Not that I know of, what are the vision accessibility options?","@258660 Let's try restarting to see if that stops the haptic response. The Vision Accessibility options are all listed here: https://t.co/mTzNMBwb6Z
Which version of iOS are you using?"
284429,@AppleSupport Then i went into the settings removed old finger prints tried adding new ones but thats not working as well..,@183744 Do you receive an error when you try to add a new fingerprint? Please send us a DM. https://t.co/GDrqU22YpT
2887995,"@116333 @112651 
Hi Sir, I recently found my WhatsApp of iPhone 7 hanging whenever I stored a contact with long character it this a bug",@800820 We'd like to help as much as possible. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
1236861,iOS 11 fucked my speakers. thx @115858,@410106 That should not be happening. Let us help. Tell us more about what's happening via DM. https://t.co/GDrqU22YpT
2363038,@AppleSupport This happened several days after the update. IPhone was connected to the computer and ios 11.0.3 was restored,@682287 We'd like to investigate further with you. Send us a DM and we can troubleshoot more from there. https://t.co/GDrqU22YpT
1352249,@AppleSupport Thanks! I actually got the email about an hour ago and the phone is now on order 😀,@435346 Fantastic! We're so excited for you to get your hands on the iPhone X. Let us know if we can help with anything else.
1768866,Hey @AppleSupport can you please fix this stupid auto correct of the “I️” to “A ?” crap 🙄,@531809 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
1650061,These updates are literally fucking my phone up. My damn GPS is flashing uncontrollably @115858,"@387107 We can help. Just to clarify, when you say that your GPS is flashing, are you in the Maps app or somewhere else?"
2845717,@366474 @128100 Same here 😭 please @115858 fix it,"@791532 If you're running into issues with the iPhone message notifications, we'd like to help you out. Please send us a DM, tell us more details about the issue you're experiencing, along with the current version of the iOS software you have installed. https://t.co/GDrqU22YpT"
880320,please tell me if i have insurance on my Mac 💔💔💔 @AppleSupport,@329009  Great question! You can check your service and support coverage here: https://t.co/SyUHdUSsjJ
302275,@AppleSupport do something about IOS because the phone is not running well as it supposed to,"@188126 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
2402214,@115858 Pay y’all that money to go to school and build and program shit and y’all can’t even make a phone that WORKS no wonder in 2018 we still DUMB asf stuck in the stone ages.,@691122 We certainly understand how important messages can be and want to help. Which iOS version is installed? Let us know in DM and we'll go from there. https://t.co/GDrqU22YpT
1023470,@AppleSupport Yes but trying a second time now,"@362199 If there are any further issues, please send us a DM and we can chat there. https://t.co/GDrqU22YpT"
2647128,"Dearest @115858 we’ve been in a relationship since 2007. It’s been wonderful. You have this thing about making my phone start slowing, glitching, &amp; acting a mess when you release a new version. I went to your store yesterday.",@746847 We'd like to know more details. DM us and we'll go from there. https://t.co/GDrqU22YpT
2077340,breh i jus lost hella lyrics n shit in my notes fuck @115858,@614377 Let's see what we can do to get this resolved. If you go to https://t.co/tmRhWEkIq4 do you see the notes there? Reply in DM. https://t.co/GDrqU22YpT
1851496,@AppleSupport I couldn't find that before but the settings are the same as what I had before the update.,@554186 Go to Settings &gt; Accounts &amp; Passwords &gt; Fetch New Data to locate these settings. Let us know the results via DM. https://t.co/GDrqU2kzhr
567621,"@AppleSupport hi, i was wondering why everytime i share a song from apple music in twitter, they look like this instead of showing a preview of the song like in this another tweet https://t.co/388Ya2ofKd https://t.co/dTANPuYi0M",@253134 Please send us a DM so we can work on clarifying the issue together a bit more. You can reach us at the link below. https://t.co/GDrqU22YpT
1641338,@115858 @AppleSupport fix this stupid ass I️ shit!,@501779 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9
245232,@115858 a new bug in ur iOS 11 the wifi does not turn of now from ur control centre u have to use the settings why nothing after jobs ✊️✊️✊️,"@174218 Thank you. In iOS 11, you can turn Wi-Fi off completely under Settings. This article can help you: https://t.co/vzVz37YMv0"
2229411,"@AppleSupport help me, I️ can’t type a letter without this happening: I️",@650603 There is a new iOS update available that includes a fix for autocorrect issues in the update. It’s iOS 11.1.1. You’ll want to back up your device before any update. How to back up: https://t.co/ARmq9Dk7It
2727131,@AppleSupport quero saber pq esse satanás não atualiza,"@764738 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt"
2422410,@AppleSupport so iOS 11.1.1 has not solved the ‘i.s’ autocorrect. Its bloody annoying so can you kindly do something about it? Thank you,"@690648 Hey there. We'll be happy to help out with this. To get started, send us a DM with any other troubleshooting steps you've tried. We'll continue from there. https://t.co/GDrqU22YpT"
2548633,@AppleSupport What happens with Numbers on https://t.co/iUeL66zTf4? I can't see my files stored into Numbers :(,@724200 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT
1196161,@AppleSupport iOS11 f***ked up my iPhone 6. Help me please,"@401053 This is not the experience we want you to have. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT"
1475881,My @22225 #iPhone7Plus is the most expensive #brick @115858 has ever released. It doesn’t call with 3 bars of @ATT service #fixyourshit.,"@462637 Hi there. Let's check a few things together. First, have you installed the latest iOS version and checked for a carrier update?"
999944,"@AppleSupport Si no arreglan la batería se van a fundir, se los aviso muchachos",@485870 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
1812310,"This is going to become a sacrificial lamb for me to make a scene, given none of my #Apple products work correctly @115858 @AppleSupport https://t.co/YWSiRJNDaW",@544468 It's important to us that you be able to rely on your Apple products. What's going on? We can help with most issues.
2212912,@115858 @AppleSupport,"@646734 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6 DM us if you need further assistance. https://t.co/GDrqU22YpT"
1467532,"help me twitter, why is my phone doing this @115858 https://t.co/jIm5yhfwXg",@460641 We're here to help. DM us which iPhone and iOS version you are using. https://t.co/GDrqU22YpT
2831779,"Waited ages to update my iOS for my 6s, since I have, it constantly freezes &amp; some apps just don’t open at all. Poor show @AppleSupport",@788449 We are here to help. Let's take a look at this for you. DM us which apps are freezing and we can take a look at this for you. https://t.co/GDrqU22YpT
1512174,This stupid updates killing my phone! So slow and battery drains so quick 💀 ..... @AppleSupport why do this?,@470976 We're here to help. What is the exact iOS version on your iPhone right now? (Settings &gt; General &gt; About)
