customer_tweet_id,customer_text,support_text,candidate_intent,candidate_score,gold_label,label_notes
609779,"This popped up right now, I have wifi literally right now and cell service?help! @AppleSupport https://t.co/GgKTPMAm6z",@264971 We'll look into this together. Send us a DM and let us know what version of iOS you're using. https://t.co/GDrqU22YpT,connectivity,0.4149067,connectivity,
566765,"I’m having issues with my iMessages, I’ve taken out my sim and put it back in and still isn’t letting me send messages nether get them. @AppleSupport","@252639 We will address your issues. First, were you having trouble with messags after swapping your SIM card into the 6s, or before?",messaging,0.5739227,messaging,
1429723,@AppleSupport Everything u sell will drop WiFi and is useless after a while. I’ve got 5 iPads 4 phones all burnt WiFi chips after your endless updates,"@548690 Certainly not expected behavior! Rest assured, we'd love to help with your iPad's Wi-Fi. Please DM us all about it to proceed. https://t.co/GDrqU22YpT",connectivity,0.43482614,connectivity,
325518,@AppleSupport  I've got an iPad that says it's charging but seems to be losing battery when it's plugged in. Any ideas?,@193544 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,battery_charging,0.5801803,battery_charging,
1920965,"@AppleSupport I paid my bill for @115948 , however my app is asking me to chose a subscription type.","@571862 This is an unexpected behavior, let's look into this issue together. Send us a DM and we'll get started. https://t.co/GDrqU22YpT",purchase_payment_order,0.60191065,purchase_payment_order,
2795500,"Though I have provivided all security info needed in transferring my apple account to my new iPhone, why am locked out of my account and now having to wait two days for it to be unlocked? Not great service @AppleSupport","@780080 The best way to verify your account and assist with your account, would be for you to get support from our Apple ID team at this link: https://t.co/UJm15vEnDA",apple_id_account,0.55609906,apple_id_account,
2680196,Could @AppleSupport please do something about battery drain. 48 minutes usage has used 42%  of battery. Surely can’t be right? Carrying a charger with me all the time these days. #powertothepeople https://t.co/Wkj9ozTvFr,@754082 Let's take a closer look together. Here's a link to DM us. https://t.co/GDrqU22YpT,battery_charging,0.6115973,battery_charging,
1709932,@AppleSupport what am I️ supposed to do? I️ have to pick btwn grammar and communication. I️ can’t. I️ can’t type. I️ need help. I️ scared.,@518067 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_text_input,0.43767607,keyboard_text_input,
463920,i just wanna know where my concert pics and vIDS ARE @AppleSupport why did i wake up in the morning to all of my frickin pictures missing?,@225298 We'd love to help. DM us and let us know if you are managing your photos using the iCloud Photo Library feature. We can go from there. https://t.co/GDrqU22YpT,photos_media,0.5410431,photos_media,
1671955,"Hey @AppleSupport I did an iCloud backup but quick question:

WHERE THE FUCK ARE MY PHOTOS",@508888 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,photos_media,0.5396298,photos_media,
2253560,"@AppleSupport Can someone please help me unlock my Apple ID? I got the X and changed my phone # and am locked out of everything, please help, thanks.","@239414 We'd be happy to help. If you need to reset your Apple ID, check out this link for more information: https://t.co/q5KOV2KkQI",apple_id_account,0.5714723,apple_id_account,
661539,"@AppleSupport If my phone activation lock what's the mean What me do now",@277627 Thanks for confirming. You'll need the iCloud account and password. Take a look at this article for more info: https://t.co/wKDRWdXEoe,apple_id_account,0.57860124,apple_id_account,
110956,"@AppleSupport I have downloaded the update by using software update on the iPhone not through iTunes . The error message is ""some error has occurred while installation """,@140682 We see your DM. We'll continue with you there.,software_update,0.61663246,software_update,
162739,@115858 All of my pictures mysteriously disappeared from my phone. Help ME!,"@153599 We understand how important your memories captured in photos on your iPhone are, and you have our commitment to help! As a starting point, have you tried restarting your iPhone normally yet? This page explains how: https://t.co/OWRDHWSt4h",photos_media,0.5710133,photos_media,
1698570,@AppleSupport 1) random OS freezes requiring hard reset 2) camera app freezes 3) overheating when charging (had to turn off the phone to let it cool),@515178 Thanks for those details. Please DM us using the following link and we'll work together towards a resolution for these issues. https://t.co/GDrqU22YpT,device_performance,0.6321659,device_performance,
59606,"Uhhhh @AppleSupport , this you? 🤔 why is it saying my Apple ID will be disabled? https://t.co/onVhJjkYAU","@129598 This isn't us, and we'd love to see it. You can forward it to the address in this article: https://t.co/LNMCdqt6fD",apple_id_account,0.5218099,apple_id_account,
1973399,@AppleSupport why is apple now requiring you to add a payment method for apps what if you didn’t have a payment method,@584436 We have a helpful article that may explain what you are seeing: https://t.co/rnB74M0zio,purchase_payment_order,0.5699004,purchase_payment_order,
2210660,"@AppleSupport had iPhone for 1yr, now battery drains itself overnight when it’s apparently doing nothing. I can’t go out without a power pack to recharge. I’ve turned off all updating, location, everything and it’s dreadful. What should I do???","@622699 We understand how important your battery life is, and we're here to help! To get started, send us a DM with your iPhone's current iOS version. We'll take a closer look at the issue together there. https://t.co/GDrqU22YpT",battery_charging,0.57294583,battery_charging,
1634540,@AppleSupport why does my phone freeze and restart all the time??? It’s getting frustrating!! I have an iPhone 7,@500013 We're happy to help. DM us which iOS version you're using here: https://t.co/GDrqU22YpT,device_performance,0.57682705,device_performance,
2508227,@115858 where the hell have all my photos gone from my phone?!! Just updated and 2 years of photos have vanished??!!!,"@715073 We know Photos are very important for documenting your life and memories. We will definitely do all we can to see about recovering those Photos. So we can provide the best support, select the following link to join us in a DM and let us know the iOS version. https://t.co/GDrqU22YpT",photos_media,0.5502947,photos_media,
2069444,@AppleSupport my battery is draining while it charges 😒 I have an iPhone 7 haven’t even had this shit for a year smh.,"@611993 That's not good! Let's see what we can do for you. First, let's meet in DM with your serial number: https://t.co/BnDvJmV3Rt https://t.co/GDrqU22YpT",battery_charging,0.58996123,battery_charging,
2754745,"@AppleSupport 11.1.1, I haven’t tried in sms. Just on iMessage",@771053 Not a problem. Let's continue to work on this in DM. https://t.co/GDrqU22YpT,messaging,0.5100724,messaging,
596944,@AppleSupport All of them. The regular and all the apps,@249932 Thanks. DM us what exactly is happening when you use the camera and we'll work with you there. https://t.co/GDrqU2kzhr,apple_app_service,0.541533,apple_app_service,
2779339,@AppleSupport why don’t you have a Yiddish keyboard on your current data system. I’m struggling to communicate with auto correction and red lines all over my sentences,@254308 We want your voice to be heard and want you to leave your suggestion at our feedback website. Just follow this link to get there: https://t.co/J46COPJzUo,keyboard_text_input,0.44930166,keyboard_text_input,
2834432,I’ve gone through all the troubleshooting but my iPhone battery is stil draining fast @AppleSupport What’s the point of a phone you can’t use? It just went from 31% to 9% in five minutes!!,@789024 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,battery_charging,0.558844,battery_charging,
1771497,@AppleSupport can you explain why my phone just deleted all of my messages except for the last one that they or i sent,@532493 Let us help you get this sorted out. DM us so we can better assist you: https://t.co/GDrqU22YpT,messaging,0.51925623,messaging,
1889342,Nothing but iPhone issues since the last two apple iso software updates @AppleSupport 😠,"@563438 Hi there. We'd love to help. Please DM details about the issues you're having, and which iPhone you have. We'll meet you there. https://t.co/GDrqU22YpT",software_update,0.6568168,software_update,
848071,"@AppleSupport soooo since some of the apps I bought are unavailable in iOS 11, do we get refunded money?","@321554 Great question. For more info on this, reach out to our iTunes Store specialists here: https://t.co/SDIe7UiyJN",purchase_payment_order,0.54053414,purchase_payment_order,
159534,"Unable to Install #iOS11 on 7 Plus. After long Verifying Update, it says Couldn’t Install. What could be the reason and how to solve it? 🤔 @AppleSupport",@121461 Thanks for reaching out. Take a look at this article for things to try when getting errors while updating your iOS: https://t.co/Ui1yTnOCUz,software_update,0.61391044,software_update,
1468462,"@AppleSupport It says ""not charging"" when I plug in the charger...even after 5+ hours, battery still low. It was working fine b4 I upgraded to iOS 11.03",@460854 Have you tried using a different USB cable with your iPad? Let's try restarting your iPad as well. DM us with the results. https://t.co/GDrqU22YpT,battery_charging,0.563153,battery_charging,
1808447,"Anyone else’s iPhone freezing like crazy? Mine has crashed like 10 times since last night. Rocking an iPhone 7Plus too 

@AppleSupport","@543292 Hello, and thanks for reaching out! We'll be glad to assist you. Are you using a specific app when this happens? DM us. https://t.co/GDrqU22YpT",device_performance,0.6421051,device_performance,
2751473,"@AppleSupport I need to factory reset an iPhone, I forgotten the restrictions password though, what should I do?",@157051 We can help you with returning your iPhone to factory settings without the restrictions passcode. Use iTunes to restore your device to factory settings instead of trying in the Settings: https://t.co/ZtliqJZSGr Let us know how it goes.,apple_id_account,0.5379223,apple_id_account,
1013796,"@AppleSupport Instagram, tinder, bumble, Facebook, gmail app, Texas poker",@359880 We'd like to take a deeper look into this with you. DM us and we'll get started. https://t.co/GDrqU22YpT,apple_app_service,0.5046152,apple_app_service,
2170684,Hey @115858 could you plz fix our fucking keyboards? Getting real tired of not being able to type the letter I️. #GetYourShitTogether #IMissSteveJobs,@636758 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_text_input,0.43395603,keyboard_text_input,
2728124,"@O2 my phone keeps freezing, been into 2 shops both say they have fixed it not even 2weeks old, had nothing but trouble @AppleSupport @o2",@389013 We can definitely look into this further with you. We want to be sure you're able to use your iPhone as you'd expect. Send us a DM and let us know which iOS you're running currently. We'll go from there. https://t.co/GDrqU22YpT,device_performance,0.5804206,device_performance,
2787813,"@AppleSupport Both , apps freeze and throw me out , the device freezes and the screen goes black and doesn’t respond , the speaker stops working on phone calls and I have to turn it on and off to get it back , camera roll pictures don’t load &amp; the mini screen for music disappears a lot",@778258 We understand wanting to get these issues sorted out. Do you have any app updates available in the App Store &gt; Updates? Are you currently using a case or a screen protector with your iPhone?,device_performance,0.62306774,device_performance,
2303483,"@AppleSupport Different issue, now. I’m trying to buy AppleCare+ for my Watch, got through all the time waiting for diagnostics testing and verification, and then...all I see is this, any time I try to actually complete my order, with any card whatsoever. What gives? https://t.co/mEGSxT8lOu",@440654 Let's look into this issue together. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,purchase_payment_order,0.54557335,purchase_payment_order,
1880994,"Really regret installing the new iOS update..slow phone, apps crashing, phone stuck when typing ... thanks @115858 - but not buying a new 1.",@561379 We definitely want to resolve each of these issues with you. Send us a DM with more details and we'll take a look together. https://t.co/GDrqU22YpT,software_update,0.6345088,software_update,
354581,my phone isn't even a year old and it keeps freezing and not working. @115858 why do i always have this problem,@200278 We're here to help! Let us know the iOS version shown in Settings &gt; General &gt; About and we'll go from there.,device_performance,0.59214485,device_performance,
2615287,"Apple music get your shit together, i haven’t been able to use it for a week and a half now @115858",@739260 We want to partner with you to get your Apple Music back up and running. Can you tell us a bit more about what's going on?,apple_app_service,0.5008194,apple_app_service,
2454116,@AppleSupport hi can you help me? i have questions regarding apple music,"@703035 We're here to help. Let us know what's going on, and we'll see what we can do.",apple_app_service,0.48040777,apple_app_service,
345303,@AppleSupport it’s obnoxious how i have a brand new iphone 7+ and my battery fully drains in a few hours. i spent so much money on this,@198162 We want you to get the most out of your new iPhone. Here are some tips to maximize battery life: https://t.co/bivpdfBNJ6,battery_charging,0.54900837,battery_charging,
2016881,@66141 I need your help with an accidental subscription purchase by a 10-year old. @AppleSupport is being less than helpful. Please HELP!,@596447 We'd like to see if there's anything we can offer for assistance. DM us with the details and we'll start there. https://t.co/GDrqU22YpT,purchase_payment_order,0.562549,purchase_payment_order,
1942967,@AppleSupport iMessages,@577706 Do you have your Banners alerts set to Persistent? Here's how to check: https://t.co/2txgOv5s2M Let us know if this helps. https://t.co/GDrqU22YpT,messaging,0.5226055,messaging,
2343624,"@AppleSupport can you guys just fix the music app,this is very embarrassing considering how much we pay for your services 👎🏾",@677809 Thanks for reaching out to us. We are always happy to help. Can you tell us what's going on with your Music app?,apple_app_service,0.4713182,apple_app_service,
1009017,Why does my WiFi and Bluetooth come on whenever it wants!?🗣 @115858,@358764 We'd be happy to help.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,connectivity,0.40910572,connectivity,
152973,@AppleSupport listen I’m just tryna download some free apps (aka animal crossing) pls just let me do that without having to verify the apple family account person reentering their payment information,@150998 Thanks for reaching out. Are you referring to the 'Ask to Buy' feature? Let us know the details we'd like to ensure we're on the same page to assist.,purchase_payment_order,0.547239,purchase_payment_order,
570917,@AppleSupport  my phone will not send sms text messages. I’ve tried every quick fix but to no avail my text messages won’t work but my iMessages will work.,@254079 Hi there! We'd be happy to look into this with you. Send us a DM to get started. https://t.co/GDrqU22YpT,messaging,0.5183658,messaging,
1903498,"@AppleSupport i've received An invoice for a netflix account. I havent made any purchases, can someone please help? Thank you!","@567267 We'd like to look into this with you. Send us a DM, and we'll continue from there. https://t.co/GDrqU22YpT",purchase_payment_order,0.5711872,purchase_payment_order,
2210690,"Worst iOS update I ever had. Apps keep on crashing! @AppleSupport, what’s up with this? Thanks for making 11 crappier.",@646150 Let's work on this together and see how we can help. Which version of iOS 11 are you on? Check here: Settings &gt; General &gt; About &gt; Version. Are you seeing this issue with only specific apps?,software_update,0.6212746,software_update,
2047301,WTF @115858. won’t let me decide when I want wifi and Bluetooth on? You feel compelled to do it for me @ 5am? I feel a Samsung in my future.,@359057 We're here to help. Check out this article. https://t.co/G7BHuQnDS6 DM us if you need further assistance. https://t.co/GDrqU22YpT,connectivity,0.4369042,connectivity,
1903548,@AppleSupport iOS 11.0.3 draining my battery. I have to charge it four times a day.,@567282 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT,battery_charging,0.5586461,battery_charging,
2277679,@115858 when is the keyboard fix coming? The I automatically turning into I️ is killing me... among other autocorrect fails,@662343 We're here to help. We released an update created to address this issue. Backup your iPhone and update following these steps: https://t.co/80YRnjDFDk,keyboard_text_input,0.44084504,keyboard_text_input,
1211056,@AppleSupport I would like an explanation for how the first 99% of my phone battery drains and 40 minutes but the last one percent has lasted me six hours today,"@404262 We would be happy to help. First, what iOS version are you running? You can check in Settings &gt; General &gt; About",battery_charging,0.5608835,battery_charging,
852578,"Top iOS update, erased all my @115948 downloads! 😡 @AppleSupport any help?","@322541 Hey, we'll help you get your music back. Send us a DM and we'll take a look into this together. https://t.co/GDrqU22YpT",software_update,0.5935709,software_update,
2112032,@AppleSupport any reason why my battery is draining? I️ already have all the battery saving hacks; I’d like to text for more than 20 minutes without my phone dying!,@367988 We'd be happy to continue working with you. DM us and we can go from there.,battery_charging,0.54912686,battery_charging,
2056999,Anyone else having issues with the new iOS draining their batteries? @115858 #appleuser,@608360 Let's take a look together. DM us a bit more detail about what's happening with your battery and we'll go from there. https://t.co/GDrqU22YpT,battery_charging,0.5644226,battery_charging,
2590402,"@115858 Freezing up, keyboard won’t work, very slow, programs quit.",@733720 Please tell us which version of macOS High Sierra you're running. You'll see this by going to  &gt; About this Mac.,device_performance,0.59289455,device_performance,
2355870,@AppleSupport I followed this guide https://t.co/QSyOVVxJVp (logged out and deleted all data) so activation lock should not be on?,"@680600 Can you DM us a screenshot of what you see on your device? Also, if you log into https://t.co/MdGttkkFL9 with your old email address, do you see the device under Find My?",apple_id_account,0.5872644,apple_id_account,
1201136,"My phone is plugged in and charging but losing charge????

@AppleSupport wtf","@402233 Having a reliable iPhone is important, and we'd like to find a solution together. Are you using an Apple certified charger?",battery_charging,0.5521708,battery_charging,
1558114,Trying to buy AppleCare+ after receiving a device has got to be one of the most customer-hostile experiences @AppleSupport  offers.,@35933 If you are having trouble ordering AppleCare+ we'd be glad to help you. Join us in DM. https://t.co/GDrqU22YpT,purchase_payment_order,0.65738523,purchase_payment_order,
325879,"@115858 Please update ios11 it’s impossible to download apps, why !",@193636 Let's work this out together. What happens when you attempt to download an app? Which version of iOS 11 do you have installed?,software_update,0.5977176,software_update,
372897,@AppleSupport I have a major problem with iMessage? I’m not receiving all iMessages and the read notifications are messed up,"@204366 Let's look into this together. Firstly, which software version are you running? Also, what's happening with your read tags?",messaging,0.52721167,messaging,
2567097,@AppleSupport (in the current environment we are never sure that the activation lock screen is from iOS ...),@728195 We want to do our best to address your concerns. Let's go ahead and meet in DM and we'll continue there. https://t.co/GDrqU2kzhr,apple_id_account,0.52583915,apple_id_account,
1906350,@AppleSupport would love if you gave me all my photos and videos back after wiping them off my phone,@256126 We understand how important your photos and videos are to you. Let us help. Tell us more about what happened in DM. https://t.co/GDrqU22YpT,photos_media,0.53954864,photos_media,
2503729,Hey @115858 thanks for forcing an iOS on iPhone users that makes a formerly functional phone act like an Android with a virus. People pay more for your products to NOT have these problems. Consumers are getting sick of this. PS I have a 7 plus - the processor should handle updates,@714059 We'd like to hear more about what's going on. What issues are you experiencing with your iPhone 7 Plus?,software_update,0.5966404,software_update,
2054806,Hi @116333 what is apple music pls &amp; why am I paying for it?,@607714 You can find out more info about our Apple Music service here: https://t.co/wcUg5i0jsX If you need additional help DM us. https://t.co/GDrqU22YpT,apple_app_service,0.560076,apple_app_service,
1273666,@115858 @AppleSupport what happened to iOS 11.0.3 battery draining like anything...please fix this issue...I need to charge 2-3 times a day..,@418131 Let's get your battery back to working as it should! DM us here: https://t.co/GDrqU22YpT,battery_charging,0.55999434,battery_charging,
387220,All my pictures and videos just randomly disappeared out of my phone. Seriously fuck you. @115858,"@207661 We'll point you in the right direction. For help with Photos on iPhone, connect with an Advisor here: https://t.co/IBIY3vMgPj",photos_media,0.5598743,photos_media,
1165726,@AppleSupport Messages and any other apps that allow the use of messaging,"@205606 Thanks for that information. What about apps such as Notes, are they skipping characters or creating a new line when typing?",messaging,0.52714896,messaging,
2986331,.@AppleSupport you really need to help me get my 1000 pictures back that just disappeared from my phone,@673675 Thank you for reaching out. We'd like to get you over to our Photos specialists here: https://t.co/IBIY3vMgPj,photos_media,0.55671704,photos_media,
1591095,@AppleSupport how long until you fix the keyboard issues with the autocorrecting of letters?,@234088 Hello there. Try out this work around until this issue is fixed in a future update: https://t.co/xU1AGHStV6,keyboard_text_input,0.45631415,keyboard_text_input,
1173956,My phone freezes ALOT since my last software update. Please provide remedies? @AppleSupport,@396123 We'd love to help out. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU2kzhr,device_performance,0.56570524,device_performance,
1990236,What’s Going On With The Keyboard And These Symbols? I️ @AppleSupport,"@589002 Let's look into this together. Send us a DM and let us know which device you're experiencing this behavior with, https://t.co/GDrqU22YpT",keyboard_text_input,0.42850554,keyboard_text_input,
1049025,My phone is constantly freezing. I just got it a few months ago. Any updates on software fixes? @AppleSupport,"@214631 We'd like to look into this with you. Do you notice if this happens when you're using certain apps or features? Can you let us know which iOS version you have installed? You can see this in Settings &gt; General &gt; About.

Let's meet up in DM to continue: https://t.co/GDrqU22YpT",device_performance,0.59332263,device_performance,
2187673,@AppleSupport est-ce que le bug qui consiste à ne pas se déconnecter complètement du wifi et Bluetooth en iOS 11 va bientôt être corrigé ?,@640619 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,connectivity,0.40522182,connectivity,
2401813,What’s the point of an iPhone if I can’t send iMessages 😩 @AppleSupport,@691022 Sending iMessages is important. We'll be happy to see how we can help. Which iPhone and iOS version are you using?,messaging,0.58049196,messaging,
654403,What’s going on with the new IOS update @115858 @AppleSupport ? I got a brand new iPhone 8. It’s not letting me download apps and some apps will freeze. This is important. I have to download my @7531 app. Please and thank you.,@275670 We want to make sure everything on your iPhone is working as you expect it. Let's start with the issues of apps not downloading on your iPhone. What's happening now when you try to download them? Have you tried restarting since this started?,software_update,0.5896633,software_update,
1712471,@AppleSupport I want to know why my Apple ID has been locked for the past 5 months after 3 resets and multiple password changes,"@518696 The best way for us to assist with your Apple ID, is for us to get in touch with you via this link: https://t.co/UJm15vmMM2",apple_id_account,0.61302763,apple_id_account,
2581962,@AppleSupport I have tried downloading IOS 11 on  my iphone 6s plus several times. It will download the update but I get an error message when it tries to install it. Any idea why this is happening?,"@731752 We're eager for you to have iOS 11. Let's start with this article: https://t.co/Ui1yTo6dM7
Let us know if anything changes and be sure to back up first.",software_update,0.6006242,software_update,
644211,how long until we can connect and sync our phones to itunes through bluetooth/wirelessly? @115858,@272909 Syncing of iOS devices to iTunes is available over Wi-Fi. Take a look at this article: https://t.co/048FvsiWf8,connectivity,0.41378635,connectivity,
1640811,@AppleSupport y’all need to do something about these keyboards,@501624 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,keyboard_text_input,0.44880033,keyboard_text_input,
2736439,Apple may make popular products but buckle up for the jerking around if you ever need customer support. The worst!!! @AppleSupport,"@766827 We'd like to hear more about your experience. Send us a DM, and we'll be happy to work with you there. https://t.co/GDrqU22YpT",apple_app_service,0.4798118,apple_app_service,
711667,@115858 why is my phone constantly freezing? help??,@200233 Help is here! Which app on your iPhone is unresponsive? We'll do our best to resolve it quickly.,device_performance,0.57911146,device_performance,
2683660,@AppleSupport What is the status of an annual subscription to #Apple music family plan?,"@240308 While we can't speculate on future changes to our available subscriptions, we appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd",purchase_payment_order,0.5390816,purchase_payment_order,
2002979,"@AppleSupport you wanna tell why everytime I️ type I️ in a sentence, a ? and box appear as if a robot is typing 🧐",@592278 We want to look into this with you. DM us which model iPhone you have and iOS version to get started. https://t.co/GDrqU22YpT,keyboard_text_input,0.49401802,keyboard_text_input,
