customer_tweet_id,support_tweet_id,customer_author_id,customer_text,support_text,customer_created_at,support_created_at,remove_reason,cluster
1513402,1513401,471169,Socorr... ja faz  1h que meu ifone travou e não sai dessa tela. Devo me preocupar? @AppleSupport https://t.co/0Iq7WDJqRR,"@471169 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Fri Nov 03 13:01:26 +0000 2017,Fri Nov 03 18:14:00 +0000 2017,,4
372507,372506,204262,After not having a phone issue for 12 years I've been through 5 phones since turning 20. @115858 explain yourself.,@204262 We’d like to support you. Can you tell us a bit about what you’re experiencing?,Sun Oct 08 13:54:36 +0000 2017,Sun Oct 08 17:06:00 +0000 2017,,2
827583,827586,317131,@AppleSupport But I still can't get my music synced. MY music.,"@317131 When you connect your iPod to iTunes, does the screen show Sync Music like in step 5 of this article?  https://t.co/biks8MpbiM",Fri Oct 13 02:14:12 +0000 2017,Fri Oct 13 02:29:50 +0000 2017,,7
2028351,2028350,599816,@AppleSupport iPhone 6S+  incredibly slow immediately post ios11 Battery suddenly lasts only hrs on standby! 11.1 did not fix!,@599816 Thanks for reaching out! DM us if our 'maximizing your battery life' tips don't help: https://t.co/bivpdfBNJ6 https://t.co/GDrqU22YpT,Mon Nov 06 19:08:56 +0000 2017,Mon Nov 06 21:16:54 +0000 2017,,6
2000184,2000183,591429,I hate that my phone gets worse with every new update. @115858 you're starting to disappoint,@591429 We'd like to help with any issues you're having. DM us and tell us more about what's happening with your iPhone. https://t.co/GDrqU22YpT,Thu Nov 02 21:05:05 +0000 2017,Thu Nov 02 23:16:26 +0000 2017,,2
1282393,1282395,420008,@AppleSupport iPhone 6s and IOS 11.0.3,@420008 Thanks for that information. Let's continue to work together in DM. https://t.co/GDrqU22YpT,Thu Oct 26 18:07:14 +0000 2017,Thu Oct 26 18:43:00 +0000 2017,,10
1083965,1083964,375687,@AppleSupport iOS 11.0.3.,@375687 Thank you. DM us what country or region you're located in. https://t.co/GDrqU22YpT,Mon Oct 23 17:28:23 +0000 2017,Mon Oct 23 17:51:31 +0000 2017,,5
2283829,2283828,663702,@116333 very Bad experience  from apple..  Even not got any kind of reply to my email from a ceo of a company. It shoes that they don't care about customer relation just beacse they are a big brand.,"@663702 We do care about your experience and want to work with you to see what's going on. To start, send us a DM and tell us what happened using the link below: https://t.co/GDrqU22YpT",Sat Nov 11 04:52:35 +0000 2017,Sat Nov 11 14:03:00 +0000 2017,,0
2910477,2910478,805727,"@AppleSupport Yeh it does and I only have one WiFi in my house so I can’t connect to another, and I have version 11.1.2",@805727 Understood. Let's partner together in DM to get this working for you. Send us a message using the link below. https://t.co/GDrqU22YpT,Wed Nov 29 16:04:56 +0000 2017,Wed Nov 29 16:42:00 +0000 2017,,9
447347,548091,202360,@AppleSupport So is 11.2 update safe to update ? I don’t want my iPhone crashing,"@202360 Thanks for reaching out! We understand your concern, but it is safe to download and install the update. As always, however, we do recommend backing up before updating in order to keep your information safe. https://t.co/4f8hwT5to6",Sat Dec 02 11:55:06 +0000 2017,Sat Dec 02 18:03:28 +0000 2017,,10
1154829,1154828,391675,@AppleSupport I need to get music/ photos off iPhone 6/ iPad to new MacBook Pro so I can sync new iPhone 8 plus (old MacBook died ages ago),@391675 We see your DM. We'll look at ways to get you synced up there. Expect our reply soon.,Sun Oct 15 02:54:31 +0000 2017,Sun Oct 15 03:26:24 +0000 2017,,7
1286477,1286478,420894,"@AppleSupport It is not, and it started when ios11 came out.",@420894 Let's meet in DM to investigate. https://t.co/GDrqU22YpT,Thu Oct 26 19:35:01 +0000 2017,Thu Oct 26 20:50:01 +0000 2017,,10
209071,209070,165487,Hey @AppleSupport this music widget don’t work fam. https://t.co/z16l9WdhHD,"@165487 What music app are you trying to use? Also, what version of iOS are you currently running?",Wed Oct 04 19:07:21 +0000 2017,Wed Oct 04 19:28:26 +0000 2017,,7
1028428,1028424,363337,@AppleSupport I have iOS 11.0.3 and iPhone 6s Plus. It won’t let me download apps and says I can’t sign into iTunes,@363337 Do you receive an error that you’re unable to connect to iTunes or something else? What happens when you try to download an app?,Sat Oct 14 17:01:57 +0000 2017,Sat Oct 14 17:43:00 +0000 2017,,10
2054776,2054775,145917,@AppleSupport Help i dont use my Iphone often and i forgot the passcode and to access something importent on my iphone and i cant get in,"@145917 Hey, we want to learn more about what you're trying to access. Meet us in DM and let's go from there. https://t.co/GDrqU22YpT",Thu Oct 05 08:18:40 +0000 2017,Thu Oct 05 13:55:00 +0000 2017,,4
2652660,2652659,748098,@AppleSupport how can I go back to ios10?!  11 has made my 6s ... ughghhhhh. Laggy. I cannot stand it!,@748098 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,Sun Nov 19 02:03:16 +0000 2017,Sun Nov 19 02:18:29 +0000 2017,,10
2001214,2001213,591761,"@AppleSupport updated to iOS 11.1 last night IPhone 6 shutting down with 77% of battery. Not a single hour of work Whats this joke, @115858?","@591761 Hey there! We'd be happy to look into this with you, just shoot us a DM with any details and we'll go from there. https://t.co/GDrqU22YpT",Fri Nov 03 15:50:34 +0000 2017,Fri Nov 03 20:42:03 +0000 2017,,6
2420094,2420092,124082,@AppleSupport my daughters age on her Apple account is incorrect how do I fix it please?,@124082 Let's take a look together. Join us in DM using this link: https://t.co/GDrqU22YpT,Sat Nov 25 22:30:41 +0000 2017,Sat Nov 25 22:38:00 +0000 2017,,0
2833023,2833021,788694,"After iOS 11.1.2 update, my phone slowed down and started to freeze. this happened to a few friends. why can we do it. @AppleSupport",@788694 We want your iPhone to be up and running smoothly. Let's work on this together. Meet us in DM and give us some details of exactly what you're seeing after updating to iOS 11.1.2. We'll pick up from there. https://t.co/GDrqU22YpT,Mon Nov 27 07:12:46 +0000 2017,Mon Nov 27 14:08:27 +0000 2017,,10
2045213,2045212,604830,@115858 @118721 keeps losing album cover information. I'm probably the only person who cares about it but it's still annoying.,"@604830 Send us a DM and let us know more details, including the device type you're using iTunes with. We'll be happy to help. https://t.co/GDrqU22YpT",Wed Oct 04 18:31:20 +0000 2017,Wed Oct 04 18:51:45 +0000 2017,,11
1632122,1632121,499447,Why is my brand new iPhone 8 crackling when I play music @115858 🙃🙃🙃🙃,@499447 We want your iPhone working great and we're happy to help. DM us if this happens with all songs or only certain ones. https://t.co/GDrqU22YpT,Sun Oct 22 15:16:24 +0000 2017,Sun Oct 22 16:54:01 +0000 2017,,1
1555561,1555560,481030,"Hold up, did @AppleSupport really remove the actual battery % option on the iPhone X? Am I trippen",@481030 Hi. Check out this link to see your battery percentage for the iPhone X: https://t.co/SFmjLOFDei,Sat Nov 04 01:51:01 +0000 2017,Sat Nov 04 12:12:29 +0000 2017,,6
1155526,1155524,391829,"Yo @AppleSupport the weather widget doesn’t seem to update. Running iOS 11 on 8+, data and location services on, app itself ok when open","@391829 We're happy to help today. Is the iPhone in low power mode? If so, take it out. Does it auto-update then?",Sun Oct 15 17:58:32 +0000 2017,Sun Oct 15 18:10:00 +0000 2017,,10
386553,386552,207511,@115858 ... now the mail keeps crashing. WHAT GIVES?! #iphoneissues https://t.co/XSbanFU23N,@207511 We are here to help. DM us your device details and we can take a look at this. https://t.co/GDrqU22YpT,Mon Oct 09 04:16:48 +0000 2017,Mon Oct 09 13:04:29 +0000 2017,,2
458410,458409,223863,@AppleSupport my iPhone X called my parents while locked and in my pockets. Any idea how that might have happened?,@223863 Thanks for reaching out to us. We're happy to help. There are several ways to dial a number without physically interacting with your device. Send us a DM so we can investigate. https://t.co/GDrqU22YpT,Fri Dec 01 00:39:01 +0000 2017,Fri Dec 01 01:03:51 +0000 2017,,1
54465,54464,128333,My phone been getting so hot since this update @115858,@128333 May we take a look?  Feel free to DM us what country you're located in and we'll go from there: https://t.co/GDrqU22YpT,Wed Nov 01 18:45:58 +0000 2017,Wed Nov 01 19:07:00 +0000 2017,,2
616308,616307,266256,"@AppleSupport iPhone 6s, however I rebooted my phone &amp; it’s back 2 normal now. Thanx 4 replying though",@266256 We're glad to hear that is working again. If you need anything else just message us again. https://t.co/GDrqU22YpT,Wed Oct 04 15:09:15 +0000 2017,Wed Oct 04 15:54:40 +0000 2017,,1
105374,105373,139272,"@AppleSupport my watch is running really slow, it’s up to date, I’ve restarted it, turned it on and off, not sure what else I can do?",@139272 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this issue with you there. https://t.co/GDrqU22YpT,Thu Nov 30 18:18:11 +0000 2017,Thu Nov 30 18:30:45 +0000 2017,,9
337481,337479,196533,@AppleSupport since I’ve updated iOS my battery life has drastically decreased and I’m having issues with controlling Spotify. Help?,@196533 We want to help with your battery today and check other concerns. Have you tried the steps from https://t.co/bivpdfBNJ6,Sat Oct 07 20:42:36 +0000 2017,Sat Oct 07 22:01:00 +0000 2017,,6
1870142,1870140,558542,@AppleSupport The 7plus. It feeezes almost 10 times a day after the newest update.,@558542 Let's connect in DM together to get this resolved. Do you notice this issue with any specific apps or all apps? https://t.co/GDrqU22YpT,Thu Oct 19 22:15:25 +0000 2017,Thu Oct 19 22:33:28 +0000 2017,,9
396114,396113,209787,@AppleSupport   Why can't I upgrade to macos Sierra? High Sierra does not work with Microsoft office. That is stupid. Why did you stop this?,@209787 We'd like to look into this with you. What Mac OS are you currently on?,Mon Oct 09 14:18:22 +0000 2017,Mon Oct 09 16:02:31 +0000 2017,,9
1766799,1766798,531306,"@115858, why is my iPhone posting “A [?]” when I️ type an “I️”?

#update #os11 #apple #newphoneisout #starttheglitches",@531306 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 21:11:39 +0000 2017,Tue Nov 07 22:00:49 +0000 2017,,3
446498,446497,220761,"@AppleSupport it's pretty annoying since I can't upload or send any pic because even if it says ""try again later"" it never works",@220761 It's important to be able to open and send your pictures. Let’s get you connected to a Photos advisor. You can reach them by going to Apps &amp; Software &gt; Mac apps or iOS apps (depending on your device) &gt; Photos after clicking this link: https://t.co/IBIY3vMgPj,Thu Nov 30 19:21:05 +0000 2017,Thu Nov 30 19:26:00 +0000 2017,,5
1801047,1801046,541167,Just had the worst customer service experience at an Apple store @115858 @AppleSupport,@541167 We want to look into the matter with you. Send us a DM and let us know what is going on. https://t.co/GDrqU22YpT,Sun Oct 29 00:12:54 +0000 2017,Sun Oct 29 00:21:00 +0000 2017,,0
869447,869445,326446,iOS11 ruined my iPhone @AppleSupport  fix that shit 😡😡😡,@326446 We'd love to help with the iPhone performance. What kind of issue are you currently having?,Mon Oct 09 19:11:16 +0000 2017,Mon Oct 09 19:58:32 +0000 2017,,10
2303129,2303128,668301,@AppleSupport and still nothing !!!!,@668301 Hi there! Do you mean that you tried to update on a PC? Are you getting any specific error messages on the phone or computer when you try to update? https://t.co/GDrqU22YpT,Sun Nov 12 16:33:47 +0000 2017,Sun Nov 12 19:09:01 +0000 2017,,5
449427,449426,221512,@AppleSupport iOS 11.1.2.. apps are updated too,@221512 Okay great. We can go ahead and take a further look in to this today. Send us a DM to continue. https://t.co/GDrqU22YpT,Thu Nov 30 21:06:17 +0000 2017,Thu Nov 30 21:12:32 +0000 2017,,10
152981,152983,151002,@AppleSupport what the hell is that WiFi and Bluetooth shortcut? It’s always searching a network which is we everytime goin’ settings to close it. helal,"@151002 We'd like to help. Are you referring to the Wi-Fi and Bluetooth controls in the control center? If so, this article may help explain this behavior: https://t.co/G7BHuQnDS6",Fri Nov 24 17:02:04 +0000 2017,Fri Nov 24 17:12:55 +0000 2017,,9
2119442,2119441,624589,@115858 WHATS THE FUCKING POINT I️ I️ I️,@624589 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 06:37:54 +0000 2017,Wed Nov 08 14:54:32 +0000 2017,,11
2773336,2773338,775136,@AppleSupport version 11.1.2,"@775136 Did these behaviors only begin after updating to iOS 11.1.2 version? Are there certain apps or tasks where you notice this behavior most often? Are you able to take steps to alleviate the behaviors, such as restarting? Meet us in DM with those details. https://t.co/GDrqU22YpT",Tue Nov 21 19:37:37 +0000 2017,Tue Nov 21 19:42:28 +0000 2017,,5
82011,82009,134149,@AppleSupport imma need y’all to fix this “I.T” thing . cause i’m about tired . keyboard shortcut trick doesn’t work 🤷🏽‍♀️,@134149 That is certainly not the experience we want you to have. Which iOS version is your device running? https://t.co/GDrqU22YpT,Thu Nov 30 04:32:30 +0000 2017,Thu Nov 30 13:23:00 +0000 2017,,3
2025060,2025059,598882,@AppleSupport my alarm stopped ringing since I’ve updated the iOS - when I restart the phone it resets but has failed twice now. Help?!,"@598882 We rely on our alarms as well, so we'd love to help with this. Let's go into DM and we'll team up to get it resolved. https://t.co/GDrqU22YpT",Mon Nov 06 10:10:43 +0000 2017,Mon Nov 06 15:53:43 +0000 2017,,9
1531356,1531359,207061,@AppleSupport Bad implementation.   Hope you can figure it out.,"@207061 We suggest backing up, then updating to iOS 11.1 to see if that helps first: https://t.co/80YRnjDFDk
DM us any questions: https://t.co/GDrqU22YpT",Fri Nov 03 23:56:44 +0000 2017,Sat Nov 04 04:00:00 +0000 2017,,5
1288973,1288974,421464,@AppleSupport Okay thank you,@421464 You're very welcome. Please keep us posted. Take care!,Fri Oct 27 09:51:42 +0000 2017,Fri Oct 27 15:16:29 +0000 2017,,5
96928,96927,137156,"@AppleSupport My iPhone Has A Lot Of Bugs Recently, Uber And A Few Banking Apps Not Working Completely. Please Contact And Assist.",@137156 We'd like to help. What exactly happens with these apps when you try using them? Are there any app updates available in the App Store?,Thu Nov 30 15:31:26 +0000 2017,Thu Nov 30 16:34:55 +0000 2017,,9
1836789,1836788,550714,@AppleSupport you’d think updating your phone would make it run better not worse🤦🏼‍♂️,@550714 Send us a DM using the link below. We’d like to hear about what is happening with your iPhone and the iOS version it's running. https://t.co/GDrqU22YpT,Wed Oct 18 16:27:07 +0000 2017,Wed Oct 18 17:05:26 +0000 2017,,9
277444,277443,182275,"@AppleSupport I had found all those solutions, and none worked.  I turned on the flashlight, ran the battery out until it shut off.  Then charged and on.😶",@182275 Did you also try a force restart? See: https://t.co/o7nB3pXfMv Please DM us here if you are still having trouble: https://t.co/GDrqU22YpT,Mon Oct 30 20:08:28 +0000 2017,Mon Oct 30 20:16:30 +0000 2017,,6
2977708,2977707,821241,Anyone else have trouble unlocking their iPhone X while on FaceTime? Wtf @AppleSupport,@821241 Thanks for reaching out. We'd like to know more to assist. Are you having trouble using the App Switcher while on a FaceTime call? Let us know and confirm the iOS running and we'll continue.,Thu Nov 30 03:04:33 +0000 2017,Thu Nov 30 03:19:54 +0000 2017,,1
744455,744453,236949,Airdrop has stopped working on iOS 11 to my MacBook Air. @AppleSupport,@236949 AirDrop is an important feature to have access to so let's see what's going on. Was it failing when sending from either device?,Fri Oct 06 21:21:58 +0000 2017,Sat Oct 07 00:08:00 +0000 2017,,10
2301711,2301712,667985,@AppleSupport I went onto iTunes on my computer and it downloaded on there so I was able to download it to my phone from my computer. Thanks!,@667985 Awesome! We're glad that it worked out for you. Have a wonderful day!,Sun Nov 12 18:17:40 +0000 2017,Sun Nov 12 20:07:29 +0000 2017,,7
2014835,2014834,595778,@115858 @AppleSupport what the hell is going on... why is everyone’s phone doing this now I️ I️ I️ I️ when we type the letter “i”,@595778 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,Sun Nov 05 17:53:49 +0000 2017,Sun Nov 05 18:39:00 +0000 2017,,8
1766736,1766735,531284,@AppleSupport how so I️ get rid of this symbol I️,@531284 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Tue Nov 07 21:11:38 +0000 2017,Tue Nov 07 22:08:34 +0000 2017,,3
1168876,1168875,394943,Not sure if all this freezing on the iPhones are on purpose so we can purchase the new ones... but its super ANNOYING. @AppleSupport,@394943 We’re happy to assist further with your situation via a Direct Message. We’ll move forward from there. https://t.co/GDrqU22YpT,Tue Oct 24 18:37:55 +0000 2017,Tue Oct 24 19:02:26 +0000 2017,,1
2838669,2838668,790008,@AppleSupport any way to check my iphone6s battery health?,@790008 We're happy to help! Join us in DM with details about the concerns you have about your battery and the iOS version currently installed on the iPhone 6s. https://t.co/GDrqU22YpT,Mon Nov 27 15:51:10 +0000 2017,Mon Nov 27 16:01:00 +0000 2017,,6
644209,644208,272908,@AppleSupport this #ios11update has my phone freezing up non-stop! Takes blank screenshots also. So annoyed! Never had this issue.,@272908 We'll do our best to take care of this for you. What device and iOS version are you using?,Mon Oct 16 00:23:48 +0000 2017,Mon Oct 16 00:32:27 +0000 2017,,10
1773953,1773951,533142,@AppleSupport Which companies do Apple UK tend to use to deliver there items? I am planning to purchase a Macbook. Thank you.,@533142 We'll need to refer you to our online store to find our the shipping options available:  https://t.co/8yjRd1Xo0i,Tue Oct 17 22:25:35 +0000 2017,Tue Oct 17 22:33:56 +0000 2017,,4
1770842,1770844,460751,@AppleSupport My car only can control @115948 even when the app isn’t open. Happening with @115888 @20538 @126654,@460751 Thanks for clarifying that for us. Is your iPhone updated to the latest version of iOS 11.0.3?,Tue Oct 17 22:23:58 +0000 2017,Tue Oct 17 22:35:06 +0000 2017,,9
1643821,1643820,502376,"J’perds 1% toutes les 20 secondes maintenant, c’est quoi ça @AppleSupport ?",@502376 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Sun Nov 05 23:25:51 +0000 2017,Mon Nov 06 01:14:30 +0000 2017,,4
38641,38642,124421,@AppleSupport i have updated my phone to 11.1.2. But to get my backup from my 7 installed on my X. Is it possible as I set up the X as new.,"@124421 You can restore a backup to your iPhone X, as long as the iPhone X is running the same or newer iOS version compared to the iOS version that was used during the backup you had created previously. DM us to continue. https://t.co/GDrqU22YpT",Wed Nov 22 20:40:17 +0000 2017,Wed Nov 22 20:52:31 +0000 2017,,4
2306649,2306648,669167,@AppleSupport why am I being told “this accessory may not be supported “when I try and charge my phone,@669167 Let's figure this out. Are you using an Apple cable and power adapter? Which iOS version are you running in Settings &gt; General &gt; About &gt; Version?,Sun Nov 12 23:53:35 +0000 2017,Mon Nov 13 00:38:51 +0000 2017,,1
1400673,1400672,445672,@115858 why my Apple Music not working,@445672 Send us a DM. Let us know more details and we'll do our best to help. https://t.co/GDrqU22YpT,Sat Oct 28 16:19:07 +0000 2017,Sat Oct 28 17:11:00 +0000 2017,,7
2286615,2286614,664413,"Get your shit together, @115858. May be going back to android in the near future. https://t.co/myFxvXVI68",@664413 Thank you for reaching out.  You will need to be out of low power mode in order to update successfully.,Sun Nov 12 00:42:28 +0000 2017,Sun Nov 12 01:43:00 +0000 2017,,2
87097,455024,223011,@AppleSupport My phone no longer works .. The apple sign shows then stops working,"@223011 We'd like to help out. If it won't respond at all, we'd want to use these steps for recovery: https://t.co/iYLZzFD8qZ",Thu Nov 30 23:26:16 +0000 2017,Thu Nov 30 23:34:00 +0000 2017,,9
178652,178653,158109,@AppleSupport I tried this already,@158109 Let's look into that further. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,Wed Oct 04 21:06:12 +0000 2017,Wed Oct 04 21:28:29 +0000 2017,,5
40545,40544,124899,HEY @AppleSupport how come I just downloaded a new update and Live Photo’s is STILL COMING ON EVERY TIME I OPEN MY CAMERA?????,@124899 Thanks for reaching out to us today! We'll be glad to look into this with you. Please send us a DM. https://t.co/GDrqU22YpT,Wed Nov 01 14:31:09 +0000 2017,Wed Nov 01 15:17:32 +0000 2017,,9
1331971,1331969,430738,Hey @115858 thanks for forcing my old phone to update. Hardly any of my apps are functional anymore.,@430738 You've reached the right place. We can definitely work with you to resolve this. Which model device and iOS do you have?,Fri Oct 27 05:13:47 +0000 2017,Fri Oct 27 13:04:00 +0000 2017,,2
2437315,2437314,699173,The only thing my phone does anymore is fuck up. @115858 iPhone 6 users should get free upgrades since they were garbage to begin with.,"@699173 Let us know via DM the issues that you're experiencing, then we can help out from there. https://t.co/GDrqU22YpT",Sun Oct 29 15:27:25 +0000 2017,Sun Oct 29 15:37:28 +0000 2017,,2
709483,709486,289646,"@AppleSupport All apps, version 11.0.2",@289646 Send us a DM and we'll continue. Let us know the iPhone you have and the country you're located in. https://t.co/GDrqU22YpT,Tue Oct 10 20:58:16 +0000 2017,Tue Oct 10 21:37:26 +0000 2017,,5
595811,595810,261185,@AppleSupport I’m currently on 11.2. Most Apps were not ready when iOS was released. https://t.co/sr8qKyBphD,"@261185 We're here to help. Just to confirm, are you unable to use your apps after updating your device to iOS 11.2?",Sun Dec 03 17:58:41 +0000 2017,Sun Dec 03 18:58:00 +0000 2017,,10
1535671,1535670,476170,@AppleSupport Cannot save photos in messages on IPHONE 7 PLUS ! https://t.co/NrI9siMsWS,@476170 Thanks for reaching out. What happens when you try to save a photo from messages?,Fri Nov 03 20:22:28 +0000 2017,Sat Nov 04 00:28:31 +0000 2017,,9
1771510,1771509,532499,@115858 @AppleSupport WHAT IS THIS AND WHY IS IT HAPPENING. my OCD is freaking out here!!! Help!!!! https://t.co/FGUBKPu1EI,@532499 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 01:03:46 +0000 2017,Wed Nov 08 01:38:00 +0000 2017,,0
707437,707436,289126,"Bkn justo ahora que necesito, el iPhone no me deja compartir internet al iPad gracias @115858 y la nueva actualización @AppleSupport",@289126 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Tue Oct 10 18:52:37 +0000 2017,Tue Oct 10 19:51:00 +0000 2017,,4
2493809,2493811,711872,@AppleSupport On other posts. I see it mostly on twitter and Instagram and sometimes Facebook.,"@711872 Thank you. If you are seeing the issue in other posts, this would indicate that they need to update and there is not issue with your device. It is a keyboard issue.",Wed Nov 15 18:42:14 +0000 2017,Wed Nov 15 19:10:00 +0000 2017,,0
2054578,2054577,607652,"@AppleSupport hey apple, iOS 11.0.2 sucks, it drains the battery, not swipe apps with 3D Touch and you stop signing iOS 10.3.3 😡😡",@607652 We want help. Look here for a few tips to help with your battery: https://t.co/bivpdfBNJ6 DM us if you're still having trouble. https://t.co/GDrqU22YpT,Thu Oct 05 06:43:18 +0000 2017,Thu Oct 05 13:30:35 +0000 2017,,10
262591,262590,169838,"@AppleSupport Again, all of the support people are extremely helpful, but it's just not going anywhere.",@169838 We'd like to look into our options. DM us and we'll continue there. https://t.co/GDrqU22YpT,Thu Oct 05 21:34:59 +0000 2017,Thu Oct 05 22:28:31 +0000 2017,,5
1133244,1133243,382718,"@AppleSupport So you guys gave me a broken phone today, Ive talked to a bunch of apple support nothing is working it wont turn on.  AND I HAVE TO WAIT 2 DAYS TO GET A NEW PHONE APP? NOT ONLY THAT I DONT HAVE ANY OF MY INFO OR SERIAL NUMBER BECAUSE THE PHONE CORRUPT.",@382718 We appreciate how important it is to have your iPhone working reliably. We've received your DM message and will respond there.,Tue Oct 24 03:34:24 +0000 2017,Tue Oct 24 12:33:31 +0000 2017,,1
1500761,1500760,468425,Y dus the latest iPhone @115858 update switch ur Bluetooth on every time u switch ur phone on reyt f in annoyin makes things better not 💩er,"@468425 We want you to enjoy your iPhone. This article has some info on Bluetooth in iOS 11, in Control Center: https://t.co/JxDWijvIa0",Fri Nov 03 08:19:00 +0000 2017,Fri Nov 03 15:27:28 +0000 2017,,2
2834411,2834409,204400,Latest iOS update has fucked my iPhone yet again.. 5 resets in the last 24 hours.. @115858 your game is weak.. definitely heading over to @125607. #iPhoneForSale,"@204400 It's not expected behavior and definitely not what we want you to experience. We'd love to look into this with you and help sort it out. Please DM us to tell us all about what's going on since the update. Is it occurring with specific apps, or while using any app? https://t.co/GDrqU22YpT",Mon Nov 27 08:37:44 +0000 2017,Mon Nov 27 14:28:46 +0000 2017,,2
2586428,2586425,297087,The camera app isn’t working for some reason @AppleSupport on the iPhone C,@297087 We'd be happy to help you find out why this is happening. Can you tell us what you see when you open the Camera app?,Fri Nov 17 00:18:33 +0000 2017,Fri Nov 17 00:53:26 +0000 2017,,9
1862049,1862048,556497,Cheers @AppleSupport for deleting all my notes! Not the only thing that's happened either 😒 Think it's time to switch to @125607 📱,"@556497 Having those notes ready when you need them is important, and we want to get this resolved for you. DM us and we'll get started. https://t.co/GDrqU22YpT",Thu Oct 19 17:47:30 +0000 2017,Thu Oct 19 18:11:31 +0000 2017,,0
947857,947856,344784,@AppleSupport I wanna run a battery diagnostic test,@344784 We got your DM and will continue with you there. Thank you! https://t.co/GDrqU22YpT,Sat Oct 21 16:39:16 +0000 2017,Sat Oct 21 19:32:00 +0000 2017,,6
1333750,1333749,431146,"@116333 @118936 @AppleSupport وأيضاً هناك حرف ناقص فاللهجة النجدية عدد حروفها 29 حرفاً
أتمنى إضافة الحرف ( تس ) في التحديث القادم 🌹🌹",@431146 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Wed Oct 18 09:27:22 +0000 2017,Wed Oct 18 13:31:02 +0000 2017,,0
1113182,1113181,382714,Uhm @115858 Why all the sudden when the new iPhone come out my iPhone 7 battery is draining unbelievably fast and has problems?🤔 fix my shit.,@382714 We'd like to look into this with you. Could you please send us a DM so we can gather some info? https://t.co/GDrqU22YpT,Tue Oct 24 02:40:36 +0000 2017,Tue Oct 24 02:53:41 +0000 2017,,6
2585624,2585626,326558,@AppleSupport So I just need to swap out SIM cards for my carrier before I activate it?,"@326558 That is correct. Our website here has more information on using an unlocked iPhone: https://t.co/apt0gLeQET

DM us if you have anymore questions. https://t.co/GDrqU22YpT",Fri Nov 17 03:09:02 +0000 2017,Fri Nov 17 03:55:00 +0000 2017,,4
2269953,2269949,660517,"@AppleSupport so far my new iPhone is a $1200 paper weight. Thanks, glad I get to spend my morning in this crap",@660517 We'd be glad to assist in any way we can. What exactly is going on with your new iPhone?,Sun Nov 26 14:29:30 +0000 2017,Sun Nov 26 15:42:30 +0000 2017,,1
764845,764844,302804,"Since updating my iPhone, my screen has been super glitchy &amp; partially unresponsive. Get it together @115858","@302804 Let's take a closer look together. Which iPhone model do you have, and what's the exact iOS version number installed?",Wed Oct 11 21:48:48 +0000 2017,Wed Oct 11 21:57:36 +0000 2017,,2
1355446,1355445,433829,@AppleSupport this pops up when I click on my order number but it says order in progress https://t.co/oTKCMCqdKf,"@433829 Let's reach out to our sales team. You can visit this link and scroll to the bottom to ""Chat Now"": https://t.co/NSXHJ7mLcN",Fri Oct 27 16:57:38 +0000 2017,Fri Oct 27 19:11:35 +0000 2017,,0
1976565,1976563,585322,I️ need to understand why my letter “I️” keeps turning into “! And a box with a question mark” @AppleSupport 🤷🏾‍♀️.,@585322 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT,Wed Nov 01 18:16:22 +0000 2017,Wed Nov 01 18:41:38 +0000 2017,,3
1999806,1999805,591308,@AppleSupport I️ don’t know what’s happening. https://t.co/32IylPnxZ2,@591308 Thank you for the screenshots! Let's work together in a DM. Please let us know which apps you experience this with. https://t.co/GDrqU22YpT,Thu Nov 02 20:08:12 +0000 2017,Thu Nov 02 22:25:28 +0000 2017,,5
2004518,2004517,592756,@115858 fix this glitch. I’m tired of my letters being missing.,@592756 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,Fri Nov 03 22:30:41 +0000 2017,Sat Nov 04 02:38:00 +0000 2017,,8
2775987,2775985,775671,@AppleSupport Spotlight and Siri search appears to no longer be working on my 6s. Plz help.,"@775671 We're happy to lend a hand. What happens when you try to use Spotlight and Siri? Do you see any errors? Also, which iOS version is currently installed on your 6s?",Tue Nov 21 14:24:52 +0000 2017,Tue Nov 21 15:15:28 +0000 2017,,9
