customer_tweet_id,support_tweet_id,customer_author_id,customer_text,support_text,customer_created_at,support_created_at,candidate_intent,candidate_score
2690862,2690860,756469,Why is it so hard to watch movies that I download from the Apple store? I’ve paid for it and yet phone can never seem to download it. Now it’s ‘does not support format’...... @AppleSupport,@756469 We want you to be able to watch your movies.  What format was the movie purchased in?,Sun Nov 19 14:47:51 +0000 2017,Sun Nov 19 16:12:55 +0000 2017,software_update,0.35071126
1357328,1357327,436458,@AppleSupport wanna explain how I can call/ receive calls after the IOS 11.0.3?,@436458 We're here for you. Reach out via DM and tell us more about what's going on. https://t.co/GDrqU22YpT,Fri Oct 27 17:17:48 +0000 2017,Fri Oct 27 19:31:04 +0000 2017,purchase_payment_order,0.2691688
152881,152879,150970,"@AppleSupport hi, I had over 400 pictures. wHERE THE FUCK DID THEY GO https://t.co/QRNCAd9XrN",@150970 We know pictures are precious and want to help. Do you use iCloud photos? Has your iPhone been restarted since you noticed this?,Fri Nov 24 15:36:40 +0000 2017,Fri Nov 24 16:15:26 +0000 2017,photos_media,0.46882176
863980,863979,325176,When is this iphone 📲 glitchy-ness going to stop @115858 ? Lemme know 🤔🤣,@325176 We can help! Send us a DM and let us know what's going on! https://t.co/GDrqU22YpT,Sun Nov 05 08:17:19 +0000 2017,Sun Nov 05 17:10:55 +0000 2017,software_update,0.317824
520201,520200,240060,PHONE KEEPS TURNING OFF ABRUPTLY EVEN THOUGH I RESTARTED IT AND KEPT IT OFF THE WHOLE NIGHT. WHAT DO I DO NOW @AppleSupport HOW DO I GET THIS DARK SCREEN OF DEATH TO STOP APPEARING EVERY FEW MINUTES https://t.co/RfOF4MS6oP,"@240060 We want you to be able to use your iPhone without interruption. Meet us in DM where we can learn more about your iPhone, and when this behavior began, so we can offer the most logical next steps. https://t.co/GDrqU2kzhr",Sat Dec 02 02:00:08 +0000 2017,Sat Dec 02 03:06:00 +0000 2017,device_performance,0.29657173
1864159,1864158,556959,Don’t upload the new #ios11 My iphone SE battery only lasts a couple of hours now. Internet apps don’t work. #fail  @AppleSupport @115858,@556959 Let's take a look at this together. Have you already updated the iPhone to 11.0.3? Let us know in DM and we'll dig in. https://t.co/GDrqU22YpT,Fri Oct 20 10:08:06 +0000 2017,Fri Oct 20 14:29:01 +0000 2017,software_update,0.4446537
2408605,2408604,692595,"Is it just me or everytime I #update my #iPhone it’s gets noticeable slower, less efficient &amp; generally problematic?@115858 new sales tactic?",@692595 Thanks for reaching out to us. We are always happy to help. Send us a DM and tell us about what's. We'd be happy to look into your issue with you there. https://t.co/GDrqU22YpT,Tue Nov 14 14:30:20 +0000 2017,Tue Nov 14 15:54:01 +0000 2017,software_update,0.39576435
1028539,1028537,302038,@AppleSupport answer my dm please:(,@302038 We’ve received your DM and will continue there shortly. Thank you for your patience.,Sat Oct 14 16:52:14 +0000 2017,Sat Oct 14 17:35:27 +0000 2017,purchase_payment_order,0.29875773
2076394,2076393,614100,Thanks @115858 for the iOS 11 update. It sucks. My phone freezes ALL the time. And the screen brightness adjustment sucks. 🤘😞,@614100 We'd like to take a closer look at what's happening. DM us with what type of iPhone you're using to begin. https://t.co/GDrqU22YpT,Tue Oct 10 09:40:50 +0000 2017,Tue Oct 10 14:10:33 +0000 2017,software_update,0.41728348
1002957,1002956,357408,#iOS11.0.3 @AppleSupport This update is STILL full of bugs😡Apple music won’t work &amp;I’m paying $$$ For subscription. Please fix ASAP,@357408 We'd be happy to look into what's going on. Can you tell us more about what's going on with Apple Music?,Sun Oct 22 11:38:35 +0000 2017,Sun Oct 22 15:08:30 +0000 2017,software_update,0.45414338
2120177,2120176,624746,@AppleSupport Can’t mute my phone without muting my alarms after this shitty update. Got anything for this?,@624746 The alarms will still work when the ringer is on silent or with Do Not Disturb on: https://t.co/bz9TzU3lGI Questions? DM us. https://t.co/GDrqU22YpT,Wed Nov 08 07:11:26 +0000 2017,Wed Nov 08 15:16:33 +0000 2017,software_update,0.26388943
2924655,2924654,809265,@AppleSupport having issues with iOS 11.1.2 volume sound. square keeps popping up on my screen both iPhone &amp; iPad at random times when I don’t even press the button...,"@809265 Thank you for reaching out. We're here to help. When the notice appears, do you have headphones connected the devices?",Wed Nov 29 02:56:11 +0000 2017,Wed Nov 29 03:08:00 +0000 2017,software_update,0.25595468
452614,452613,222377,Hate this new @AppleSupport update #help cant work anything,@222377 We'd be happy to see if we can help. What are you having trouble using?,Thu Nov 30 22:13:46 +0000 2017,Thu Nov 30 22:32:28 +0000 2017,software_update,0.26562712
1422449,1422448,450581,@AppleSupport I updated to iOS 11.0.3 in hopes that my lag and battery issue would be resolved but it’s WAY WORSE!!! #WTH,@450581 Let's check into these issues together. Send us a DM and we'll continue helping out from there. https://t.co/GDrqU22YpT,Fri Oct 20 00:55:16 +0000 2017,Fri Oct 20 01:24:32 +0000 2017,software_update,0.4055525
1522697,1522696,473167,@115858 fix the “I️” problem.,@473167 We're happy to help. DM us so we may better assist you: https://t.co/GDrqU22YpT,Fri Nov 03 16:08:34 +0000 2017,Fri Nov 03 21:08:31 +0000 2017,device_performance,0.18493193
1568835,1598570,490986,@171871 @115858 @AppleSupport @116333 Same here on 6s ios 11.1 https://t.co/zbLZLKM6pN,@490986 We'd like to look into this with you. Could you please send us a DM so we can gather some info? https://t.co/GDrqU22YpT,Sun Nov 05 00:56:49 +0000 2017,Sun Nov 05 03:38:00 +0000 2017,software_update,0.300142
2507384,2507386,526776,@AppleSupport  https://t.co/sjrvXyuWKP,"@526776 Could you let us know which country you are located in a DM, and which specific tracks your're seeing this with? https://t.co/GDrqU22YpT",Wed Nov 15 21:32:44 +0000 2017,Wed Nov 15 22:17:25 +0000 2017,purchase_payment_order,0.23727037
323814,323813,193127,@AppleSupport hello i have an issue with the news app. I cant open it and i dont see it with my apps and im not able to download it https://t.co/SnQ0j9DDrP,@193127 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Sat Oct 07 09:00:03 +0000 2017,Sat Oct 07 14:59:00 +0000 2017,software_update,0.31492257
1150591,1150589,390757,@AppleSupport ios 11 the worst 😭😭😭 makes my life harder,"@390757 Let's get your device running as normal. To get started, are you running iOS 11.0.3?",Sun Oct 15 00:13:14 +0000 2017,Sun Oct 15 00:33:00 +0000 2017,software_update,0.32238603
757840,757839,301098,@AppleSupport I have turned off WiFi assist and turned the data off on the majority of my apps,@301098 Let's help get this sorted. Does the behavior continue when you're connected to a different Wi-Fi network?,Wed Oct 11 16:55:34 +0000 2017,Wed Oct 11 17:44:00 +0000 2017,apple_app_service,0.3332083
216097,216098,167374,"@AppleSupport Hi I have before, but today is about 50 degrees Fahrenheit and it still starting seizing.","@167374 OK, thanks. If you have a screen protector or case on your iPhone, let’s have you remove it, and test the device out. DM us the results: https://t.co/GDrqU22YpT",Mon Nov 13 23:38:15 +0000 2017,Mon Nov 13 23:49:40 +0000 2017,device_performance,0.26812842
2029646,2029644,242573,@AppleSupport @115858 - still buggy. Keyboard hides what I’m typing 🙄 https://t.co/YbsBhDB2IS,@242573 We'd like to look into this together. Send us a DM &amp; let us know what model device you're working with to get started. https://t.co/GDrqU22YpT,Tue Nov 07 03:10:38 +0000 2017,Tue Nov 07 05:11:00 +0000 2017,keyboard_text_input,0.34202552
53614,53616,128120,"@AppleSupport Sorry, the problem is in 11.1, not 11.0.","@128120 Thanks for clarifying! Meet us in DM with the country you're in, and we'll go over your support options there. https://t.co/GDrqU22YpT",Wed Nov 01 22:00:00 +0000 2017,Wed Nov 01 22:48:00 +0000 2017,software_update,0.15725322
809364,809363,312855,Şarjım %21den %1e düştü ve tam 20 dakikadır %1de... #ios1102 #iOS11 @AppleSupport,@312855 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,Sun Oct 08 09:10:02 +0000 2017,Sun Oct 08 15:09:40 +0000 2017,messaging,0.15822373
592224,592222,260154,@AppleSupport I deleted many photos and now my gallery is like this and it has the same number of photos that it was before deleting HELP https://t.co/Sfi8hWD6Ry,@260154 We're here for you. Follow these steps to delete photos: https://t.co/DWod5CU80f Let us know if you have questions.,Sun Dec 03 16:49:33 +0000 2017,Sun Dec 03 17:39:00 +0000 2017,photos_media,0.39064062
6690,259960,177845,@AppleSupport My phone froze. Had to restart to fix. What’s happening after iOS 11 update.,@177845 We are here to help. What version of iOS 11 are you running? DM us and we'll go from there. https://t.co/GDrqU22YpT,Thu Oct 05 20:04:24 +0000 2017,Thu Oct 05 20:58:00 +0000 2017,software_update,0.43210337
332087,332086,195068,"@AppleSupport can't reset my id because it says my credit card is wrong, when im literally holding it? #worstsystemever",@195068 Let's look into this issue together. Join us in DM using this link: https://t.co/GDrqU22YpT,Sat Oct 07 16:06:39 +0000 2017,Sat Oct 07 18:47:26 +0000 2017,apple_id_account,0.3318595
1998274,1998273,590846,.@AppleSupport how much does it cost to replace a 15 inch 2015 MacBook Pro screen?,"@590846 We'd like to see how we can assist with this. Please DM us the country you're located in, and we'll go from there. https://t.co/GDrqU22YpT",Fri Nov 03 13:53:49 +0000 2017,Fri Nov 03 19:09:00 +0000 2017,purchase_payment_order,0.22091967
1840505,1840504,173160,Didn't @115858 say the fucking iPhone 7 was like waterproof? I get a little water on my phone now I can't call ppl cuz they can't hear me. 🖕🏻,@173160 iPhone 7 has water and splash resistance. Read more about it here: https://t.co/7BYhy7G38U DM us and we'll see how we can help. https://t.co/GDrqU22YpT,Tue Oct 17 22:53:06 +0000 2017,Tue Oct 17 23:04:00 +0000 2017,software_update,0.2052585
1918903,1918902,571447,@AppleSupport I'm losing battery too do fast with this ios 11. Y'all need to fix it now!! #smdh going back to ios 10,@571447 We'd be happy to look in to these battery issues with you. Please DM us about this and we'll continue there. https://t.co/GDrqU22YpT,Thu Oct 26 11:23:18 +0000 2017,Thu Oct 26 14:14:27 +0000 2017,battery_charging,0.38308966
1977030,1977029,585445,Why can I️ type the letter I️ @115858 @AppleSupport,"@585445 Let's work on a solution together. To start, DM us with the country where you're located and the device model you're using. https://t.co/GDrqU22YpT",Wed Nov 01 19:00:00 +0000 2017,Wed Nov 01 19:22:00 +0000 2017,keyboard_text_input,0.31854486
1900888,1900887,566482,@AppleSupport I need to schedule an appointment to address an issue with my phone. Can you also help me change wireless providers?,@566482 We would be happy to address any issues with your phone right here via Twitter. Please DM us and we will go from there. https://t.co/GDrqU22YpT,Tue Oct 24 00:29:16 +0000 2017,Tue Oct 24 00:41:50 +0000 2017,purchase_payment_order,0.3178938
495185,495187,233086,@AppleSupport I sent it,"@233086 Great! We've received your DM, and will continue working there.",Fri Dec 01 18:08:02 +0000 2017,Fri Dec 01 18:48:40 +0000 2017,purchase_payment_order,0.25904328
2834404,2834402,789018,@AppleSupport . @AppleSupport how do I fix this?,@789018 Let’s dig a little deeper to see what we can find out. Does this happen with every contact or only this one? Did this issue only start with the iOS 11.1.2 update or did you notice it with other versions of iOS 11 as well?,Mon Nov 27 08:23:06 +0000 2017,Mon Nov 27 14:29:14 +0000 2017,purchase_payment_order,0.16775802
1152765,1152768,391256,"@AppleSupport Yesterday it was in lock screen, didn’t appear the wall paper and buttons didn’t work :/ I have to restart my phone #ios1103 https://t.co/BO8JwjOq2o",@391256 Thanks for the information. Let us know which iPhone you’re using in DM. We’ll continue working with you there. https://t.co/GDrqU22YpT,Tue Oct 24 17:36:39 +0000 2017,Tue Oct 24 17:55:29 +0000 2017,photos_media,0.29128498
260850,260853,178104,"@AppleSupport The battery does not withstand, please correct",@178104 We want to help with your battery. Look here for a few tips: https://t.co/bivpdfBNJ6  DM us if you're still having trouble. https://t.co/GDrqU22YpT,Sat Oct 07 23:22:43 +0000 2017,Sun Oct 08 01:04:55 +0000 2017,battery_charging,0.3361889
1354058,1354057,435770,Please @115858 fix my faulty new computer. I can’t get an appointment even a week in advance!,"@435770 We want you to enjoy your new Mac; we'll do all we can to help. To start, connect with us in DM: https://t.co/GDrqU22YpT",Mon Oct 16 13:05:36 +0000 2017,Mon Oct 16 14:19:00 +0000 2017,device_performance,0.31629378
557728,557726,250259,@AppleSupport all my media has disappeared bro. Wussup?,@250259 We'd be happy to look into this with you! What apps did your data dissapear from?,Sat Dec 02 21:18:44 +0000 2017,Sat Dec 02 21:42:55 +0000 2017,photos_media,0.52883905
188521,188523,160245,@AppleSupport None of those suggestions worked.,"@160245  Our experts in these matters should take it from here. Please reach out to us here:
 https://t.co/IBIY3vMgPj",Wed Oct 04 19:51:27 +0000 2017,Wed Oct 04 20:19:53 +0000 2017,photos_media,0.15399851
2681382,2681383,754325,@AppleSupport No my laptop isn't recognising my device when I connect it,@754325 Thanks for checking. Please DM us and we'll pick up this conversation there. https://t.co/GDrqU22YpT,Tue Oct 31 18:14:23 +0000 2017,Tue Oct 31 18:21:35 +0000 2017,connectivity,0.21836731
1988615,1988614,404543,@AppleSupport fix your fucken IOS 11.1 it’s not sending iMessage get this shit fixed now,@404543 Thanks for reaching out! Check out this article for troubleshooting: https://t.co/2hgNQH8Vvq DM us if the issue persists. https://t.co/GDrqU22YpT,Thu Nov 02 04:41:52 +0000 2017,Thu Nov 02 13:20:34 +0000 2017,messaging,0.45143387
2906742,2906744,804889,"@AppleSupport Thank you, I have two factor set up now. However, my phone is set up as a trusted number which I don't like. Is there a way to remove that and use u2f or an authenticator app instead of SMS?",@804889 Sure. Check out the section titled 'Keep your trusted phone numbers up to date' in the following article for info on how to remove a number: https://t.co/dSCGMB4BU5,Tue Nov 28 20:35:52 +0000 2017,Tue Nov 28 20:59:09 +0000 2017,messaging,0.24688765
2827012,2827011,787440,@115858 better figure their shit out with these stupid boxes and question marks.,"@787440 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6 DM us with any questions. https://t.co/GDrqU22YpT",Sun Nov 12 02:23:54 +0000 2017,Sun Nov 12 03:30:00 +0000 2017,keyboard_text_input,0.13307507
87022,87021,135042,@AppleSupport just noticed i have photos on my phone from 1st Jan 1970! Whats that all about??? https://t.co/KLtnkHtK5V,@135042 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,Thu Nov 30 09:54:44 +0000 2017,Thu Nov 30 14:35:55 +0000 2017,photos_media,0.43064934
97589,97588,137354,"@AppleSupport my Apple Watch is unlocking itself! I put it on my wrist in the morning and it asks for an unlock code, if I don’t enter the code it automatically unlocks itself after a couple of minutes anyway! 😳😳 Any ideas? 🙏","@137354 We're happy to look into this further with you. Is the option to 'Unlock with iPhone' enabled? You can see this in the Apple Watch app on your iPhone. Tap My Watch, then Passcode, and look for that setting. Let us know in DM. https://t.co/GDrqU2kzhr",Thu Nov 23 12:50:29 +0000 2017,Thu Nov 23 16:05:37 +0000 2017,apple_id_account,0.24833155
356426,356427,200628,"@AppleSupport Hi, since updating my ⌚️ the battery is not lasting a day, any reason behind this pls?",@200628 We want to be sure you're getting the most out of your battery. Check out the suggestions here: https://t.co/bivpdfBNJ6,Tue Oct 10 17:03:58 +0000 2017,Tue Oct 10 17:55:00 +0000 2017,battery_charging,0.4302385
1788637,1788636,537298,@AppleSupport UM WHY DOES MY ALARM TONE TURNS TO NONE EVERY OTHER WEEK? I ALMOST MISSED WORK THIS MORNING FML,@537298 We can help! Which version of iOS are you on? You can find that in Settings &gt; General &gt; About. Reply in DM. https://t.co/GDrqU22YpT,Thu Oct 12 16:44:56 +0000 2017,Thu Oct 12 17:24:00 +0000 2017,battery_charging,0.18780084
1913032,1913031,287795,@AppleSupport  Hello! I placed an order W428719023 yesterday. This needs to be cancelled since I made a second order and have picked this up in store already. Please advise the best solution since I tried cancelling it directly myself but could not since I was a guest tks :),@287795 You can get help with orders from https://t.co/aDvvwiWFbo by contacting the number listed here under Apple Online Store: https://t.co/8yjRd1Xo0i,Sat Nov 25 09:17:06 +0000 2017,Sat Nov 25 14:21:00 +0000 2017,purchase_payment_order,0.28880304
2013792,2013791,595462,"Dear @115858 why do I keep getting #bluedots on every pic/video shot in low light #ShotoniPhone8Plus 🎥 #Fail @AppleSupport 

#apple https://t.co/OTyofvBDcg","@595462 Let's work on it together. Is just the rear camera affected, or the front too? Does it also happen with other camera apps?",Mon Oct 30 19:38:43 +0000 2017,Mon Oct 30 19:44:00 +0000 2017,photos_media,0.3398093
2154572,2154571,633002,Literally wasn’t on my phone for 10mins and lost 3% @115858 #ios11 #sucksballs  👀🧠🗣,@633002 Battery life is important. Which iOS version are you using and iPhone model do you have? We want to help with this.,Thu Nov 09 02:15:06 +0000 2017,Thu Nov 09 02:30:33 +0000 2017,software_update,0.23458472
2887409,2887411,800704,@AppleSupport yes i've been an apple music member for several years. i'm running version 10.2.1 and the issue started three days ago,@800704 The latest version of iOS is 11.1.2. Let's try updating iOS to resolve this. Please be sure to back up the device before updating. See: https://t.co/80YRnjDFDk https://t.co/GDrqU22YpT,Tue Nov 28 13:45:40 +0000 2017,Tue Nov 28 15:06:00 +0000 2017,apple_app_service,0.2672726
2689464,2689463,756135,@AppleSupport what’s up with the app coloring.I deleted the original app but the fake is still there Halp https://t.co/rCVRAbxKbi,"@756135 We'd be happy to assist. We'll need a bit of clarification. Can you explain what you mean by ""the fake one""?",Sun Nov 19 13:17:51 +0000 2017,Sun Nov 19 15:40:31 +0000 2017,purchase_payment_order,0.14869243
1519155,1519154,472350,The last @115858 update fried my computer. My feelings are hurt https://t.co/dTybIqvtRv,@472350 We'd like to see how we can help. Send us a DM to get started. https://t.co/GDrqU22YpT,Fri Nov 03 17:01:42 +0000 2017,Fri Nov 03 19:39:32 +0000 2017,software_update,0.29441434
2548668,2548667,724210,@AppleSupport It*,@724210 Thanks for reaching out. Would you tell us more about what's happening via DM? https://t.co/GDrqU22YpT,Mon Oct 30 12:39:12 +0000 2017,Mon Oct 30 13:53:00 +0000 2017,purchase_payment_order,0.22972333
2485788,2485786,710057,@AppleSupport @115858 Is that supposed to be a new feature to the iOS 11.1.1 or a glitch? Happens while rotating my iPhone 7. https://t.co/UF3983JM4Z,"@710057 Let’s investigate this together. Since noticing this, have you had a chance to restart your iPhone? This step may seem simple, but it can resolve minor issues with your device.",Wed Nov 15 13:00:58 +0000 2017,Wed Nov 15 15:58:05 +0000 2017,software_update,0.2136402
1628476,1628475,498520,@AppleSupport why is this happening? I️ updated my phone and it still isn’t working https://t.co/9a54A1Y56L,"@498520 Hey there! We'd like to help. Check out the steps available here for this issue: https://t.co/xXaXeeSRt9

DM us with questions: https://t.co/GDrqU22YpT",Sun Nov 05 01:42:29 +0000 2017,Sun Nov 05 04:05:29 +0000 2017,software_update,0.29866403
304004,304006,188582,"@AppleSupport Unfortunately this doesn’t seem to work. iPhone is online and wipe was initiated online, yet it’s still online, alive and not deleting. https://t.co/lduRsY0BVb",@188582 Let's take a closer look at this. Please reach out to us via DM and we can go from there. https://t.co/GDrqU22YpT,Fri Oct 06 22:25:00 +0000 2017,Sat Oct 07 01:17:31 +0000 2017,software_update,0.24662858
1790512,1790511,537847,"@AppleSupport  New macbook, why does it bother me? https://t.co/okh8J4mFCt",@537847 We want you to enjoy your new MacBook. Send us a DM with the details about this screen. We'll work together there. https://t.co/GDrqU22YpT,Thu Oct 12 20:44:38 +0000 2017,Thu Oct 12 20:50:00 +0000 2017,purchase_payment_order,0.21588144
2210732,2210731,646160,"@115858, please will you fix the annoying autocorrect which changes ‘we’ to ‘W.E.’ every time I type? It never used to do that before your iOS11 updates... thanks! x","@646160 We'd be happy to look into this with you. Send us a DM with your current iOS version, and we'll continue together there. https://t.co/GDrqU22YpT",Sun Nov 26 08:29:03 +0000 2017,Sun Nov 26 14:20:30 +0000 2017,keyboard_text_input,0.2973717
2835781,2835780,237792,@AppleSupport how do I retrieve the pics &amp; vids that have disappeared since my latest iOS update?,@237792 We can work together on a solution. Tell us in DM whether you use iCloud Photo Library to get started. https://t.co/GDrqU22YpT,Mon Nov 27 13:26:37 +0000 2017,Mon Nov 27 15:08:29 +0000 2017,photos_media,0.5244654
1565964,1565963,483387,Also @115858 pls fix I️I️I️I️I️I️I️I️ it’s so ugly,@483387 We'd like to offer some guidance with this. Check out these steps for help with what you're seeing: https://t.co/B0Cc3hHeQk,Sat Nov 04 07:36:41 +0000 2017,Sat Nov 04 15:44:00 +0000 2017,device_performance,0.13892312
259448,259447,177700,@115858 @AppleSupport #iOS11 Quisiera activar/desactivar wifi y bluetooth cd yo quiero y no cd le da la gana a mi #iphone #AsiNoActualizo 😡🙌🏼,@177700 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3w3RGR or join https://t.co/OczyRxpjG0,Thu Oct 05 19:43:04 +0000 2017,Thu Oct 05 20:35:32 +0000 2017,connectivity,0.3130468
1350526,1350524,434907,@115858 @123765 I really hate this “I️.”,@434907 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,Mon Nov 06 18:26:02 +0000 2017,Mon Nov 06 20:45:01 +0000 2017,messaging,0.16091546
248175,248174,174961,@115858 yall gotta fix the battery man i lost 3% jus tweeting this,@174961 We know how important battery life is. We recommend checking out this link: https://t.co/bivpdfBNJ6,Thu Oct 05 12:29:57 +0000 2017,Thu Oct 05 14:49:00 +0000 2017,battery_charging,0.28378534
1941078,1941077,577257,@AppleSupport My phone is up to date and it makes it take forever to open apps and to send messages!,@577257 Any steps tried so far? Which country are you located within? Please let us know both details in DM here: https://t.co/GDrqU22YpT,Sun Oct 29 22:17:14 +0000 2017,Sun Oct 29 22:27:30 +0000 2017,messaging,0.35885745
58808,58807,129390,"@AppleSupport This. Is. Not. Normal. (Been like this since 11.0. On 11.1 now.) Known issue? iPhone 7, BTW. https://t.co/U50CWLIh9d",@129390 Thanks for reaching out to us about your battery. Does this also occur when you're not on VPN? Please DM us. https://t.co/GDrqU22YpT,Wed Nov 01 19:37:30 +0000 2017,Wed Nov 01 20:37:00 +0000 2017,software_update,0.22709742
1329977,1329976,430305,@AppleSupport I’ve been trying to buy Apple Music for the last couple hours I have the funds but it says my payment has been declined,"@430305 Hi! The info on this page should help: https://t.co/U96y4MTG7k If it doesn't, please reach out here: https://t.co/SDIe7UiyJN",Fri Oct 27 03:50:25 +0000 2017,Fri Oct 27 12:41:35 +0000 2017,purchase_payment_order,0.5229955
150050,150052,150216,"@AppleSupport Syncing apple watch with new iPhone means I've lost Activity data. Data appears to be linked to a device, rather than me / my account.","@150216 Thanks for reaching out! We'd love to look into what's going on. Activity data is stored in a backup, either encrypted in iTunes or through iCloud. Did you restore your new iPhone from a backup?",Fri Nov 24 15:23:42 +0000 2017,Fri Nov 24 16:08:00 +0000 2017,photos_media,0.2693308
2294458,2294457,666258,@AppleSupport i haven't even had my new ones that long :(. and i put my old ones away properly in the case and they've been like that for a year 🤷🏻‍♀️,"@666258 We want your headphones working for you, and we'll do all we can to help. To clarify, is the set that broke the same EarPods that came with the purchase of an iPod or iPhone? Let us know in DM and we'll get started: https://t.co/GDrqU22YpT",Sat Nov 11 21:58:29 +0000 2017,Sat Nov 11 23:34:00 +0000 2017,battery_charging,0.23335382
15433,15432,119400,Anyone else having battery issues in IPhone? Degrading way to fast. @AppleSupport,"@119400 Having a reliable iPhone is important, and we want you to enjoy using it without worrying about battery life. Which iPhone do you have, and what's the iOS version it's currently running? DM us with details here: https://t.co/GDrqU22YpT",Wed Nov 22 07:53:09 +0000 2017,Wed Nov 22 14:27:34 +0000 2017,battery_charging,0.52436006
2373297,2373296,684680,I just updated my phone &amp; I’m still seeing these fucking boxes @AppleSupport. Steve Jobs rolling in his grave https://t.co/4wmgY0S1XS,"@684680 We’d love to take a closer look into this with you. To clarify, are you seeing the auto-correct issue when typing on your personal device or do you see them only from others in social media apps?",Tue Nov 14 01:05:51 +0000 2017,Tue Nov 14 01:16:14 +0000 2017,apple_app_service,0.23588254
2126058,2126057,626092,@115858 fix this buggy ass iOS 11 because I’m not getting a new phone anytime soon. I have shoes to buy. Thanks. https://t.co/A0MUFQoOVZ,@626092 Hey there! We'd like to offer our help. Please DM us the iOS 11 version from Settings &gt; General &gt; About to get started. https://t.co/GDrqU22YpT,Wed Nov 08 15:17:03 +0000 2017,Wed Nov 08 18:36:01 +0000 2017,software_update,0.3629583
2212779,2212778,211654,@AppleSupport DM ?,"@211654 Sure, just click the link below and message us. It's private messaging. https://t.co/GDrqU22YpT",Fri Nov 10 03:56:48 +0000 2017,Fri Nov 10 05:12:29 +0000 2017,purchase_payment_order,0.2398045
2748389,2748388,715070,@AppleSupport still waiting for my DM to be answered 7 days later,@715070 We have your DM and are happy to work with you there. You should see our reply soon. https://t.co/GDrqU22YpT,Mon Nov 20 23:04:48 +0000 2017,Mon Nov 20 23:23:00 +0000 2017,purchase_payment_order,0.23149988
1555575,1555574,481036,@115858 - why is my iPhone 6s lagging after updating new firmware,@481036 Let's look into this for you. Does this affect certain Apps or all of your Apps? Let us know in DM. https://t.co/GDrqU22YpT,Sat Nov 04 01:49:50 +0000 2017,Sat Nov 04 12:10:04 +0000 2017,software_update,0.3545133
2668300,2668302,751610,@AppleSupport That’s one of the most dumb things I’ve ever heard. Do not disturb and SILENT and Siri still talks wtf,@751610 It's possible to adjust Siri's volume by pressing the volume buttons on the side when the Siri assistant is on screen. Here's a guide with more information: https://t.co/lX49TJQaTL,Sun Nov 19 10:17:44 +0000 2017,Sun Nov 19 15:07:28 +0000 2017,messaging,0.27058318
441276,441275,219682,Yo @115858 @AppleSupport took my iPhone X out the box to find it like this. Absolutely disgusted and a time waste. https://t.co/2CVnOFjPCJ,"@219682 Thanks for reporting this to us. This is definitely something we'd like to follow up on, so shoot us a DM when you get a chance. https://t.co/GDrqU22YpT",Fri Nov 03 22:09:34 +0000 2017,Sat Nov 04 02:21:00 +0000 2017,purchase_payment_order,0.26273024
2975704,2975703,545253,"@AppleSupport I can’t find a way to merge two different moments in Photos for Mac. Possible?

It’d be great for events that split before/after midnight but go together.",@545253 We'd like to help with this. Our Photos experts are here for you:  https://t.co/IBIY3vMgPj,Thu Nov 30 02:28:50 +0000 2017,Thu Nov 30 02:48:54 +0000 2017,photos_media,0.06695946
488033,488032,231170,I.T &lt;&lt; @115858 get your shit together,@231170 We're here for you. Click here to join us in DM and provide us with the software version that you're using: https://t.co/GDrqU22YpT,Fri Dec 01 13:16:21 +0000 2017,Fri Dec 01 15:49:01 +0000 2017,keyboard_text_input,0.12037783
1148831,1148829,390352,@AppleSupport Getting this each time I enter my pin. Help? There is no way to get to the next screen either. https://t.co/cTCvyOlwg9,@390352 We're happy to help you activate your new iPhone. Are you able to try while connected to Wi-Fi?,Tue Oct 24 13:23:44 +0000 2017,Tue Oct 24 14:37:38 +0000 2017,apple_id_account,0.15003113
2405004,2405002,691760,"@AppleSupport @115858 como vocês explicam a mensagem de que o cabo de carregamento do Iphone não é original, impossibilitando o carregamento do celular, sendo que o cabo utilizado é o que veio com o aparelho? 😬😱","@691760 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",Tue Nov 14 11:14:34 +0000 2017,Tue Nov 14 14:53:00 +0000 2017,purchase_payment_order,0.26318473
2145677,2145676,630784,@115858 needs to fix this glitch already!,@630784 We'd like to help. Could you please DM us some details of your issue so we can get started on this? https://t.co/GDrqU22YpT,Wed Nov 08 22:47:45 +0000 2017,Thu Nov 09 00:11:26 +0000 2017,device_performance,0.21399492
1809307,1809306,543553,@115858 I don’t what you put in this latest software update but it fucked my phone up 😡,@543553 We want to help you get your iPhone working. What are you experiencing? You can send your answer in a DM. https://t.co/GDrqU22YpT,Sat Oct 14 16:37:05 +0000 2017,Sat Oct 14 17:18:26 +0000 2017,software_update,0.31414914
