cluster,rank,similarity_to_centroid,customer_tweet_id,customer_text,support_text
16,5,0.7730911,1243398,So I updated my phone and all my pictures are gone 🤔 really @115858 @AppleSupport,@411699 We'd like to help. DM us and we can take a closer look there. https://t.co/GDrqU22YpT
16,6,0.7723739,813347,"Since I downloaded the newest update on my phone, it keeps turning itself off and all my photos have disappeared!? Help ☹️ @AppleSupport",@313813 Let's have a closer look with you. What is being done on the device when it turns itself off?
16,7,0.7698113,1839563,I’m so done with @AppleSupport tell me why my photos disappeared after this iOS 11 update ??🤔🤔 so irritated,"@551307 We're here to help. Are all photos missing after the update, or only certain ones? Send us a DM with the details. https://t.co/GDrqU22YpT"
16,8,0.76366824,924611,"@AppleSupport I just did the update, and now my phone won’t let me save pictures. Help?",@339422 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT
17,1,0.7776183,770940,Soooo new @115858 update #iOS11 keeps connecting my iphone to WiFi even with it turned off,"@304122 Hey there, this article may help explain this behavior: https://t.co/G7BHuQnDS6 Join us in DM if you need further assistance. https://t.co/GDrqU22YpT"
17,2,0.77677685,1073825,Hey @AppleSupport why does the new update like to turn my WiFi on by itself? I turn it off then look later and it’s back on,"@373368 To disable Wi-Fi, you want to do so from Settings.  You can see more on that here: https://t.co/G7BHuQnDS6"
17,3,0.7707393,1123177,"So, the WiFi on my iPhone keeps turning itself back on every time I turn it off? Wish I’d never installed the new update @AppleSupport 🙈",@384885 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
17,4,0.76566464,925611,@AppleSupport I updated my phone and now I’m only able to use it when I’m connected to WiFi. If I’m on the go it’s useless. I can’t receive texts etc.,@356034 We'd love to help you so you can get back to using your phone on the go. Are you seeing an error message when this happens?
17,5,0.7633794,2977497,"The new iOS update fixed everything BUT the WiFi . Wtf @115858 @applesupport there’s so many of us that has this problem,do u not care??",@821172 What's going on with the Wi-Fi? Let us know the details and we'll do our best to help.
17,6,0.75811934,610247,Can someone explain to me why the WiFi setting keeps turning on by itself with the new iPhone update?!?!? 😭 @115858,@265083 Check out the following article for information on this: https://t.co/G7BHuQnDS6 https://t.co/GDrqU22YpT
17,7,0.75492406,2060077,"When your iPhone won’t connect to WiFi or let you turn it on and you’ve tried every fix. Gee, thanks @115858",@609296 No Wi-Fi connection is no good. We can help out with this. Please shoot us a DM and tell us what version of iOS you're on. https://t.co/GDrqU22YpT
17,8,0.7516101,1300708,"Y’all need to fix this iOS update, @AppleSupport. I’m getting real sick and tired of turning my WiFi off multiple times a day.","@136761 Are you disabling Wi-Fi from Control Center? If so, this is expected in iOS 11. Here's more info: https://t.co/vzVz37Hb6q"
