candidate_intent,rank,similarity,customer_tweet_id,customer_text,support_text
photos_media,9,0.5570173,2640990,@115858 #icloud photo uploading is awful. It crashes and says it's undergoing maintenance 100% of the time. There must be a better way.,"@745298 If you're running into issues with iCloud Photos, we'd like to help you out. Please tell us the exact issue(s) you're experiencing. Also, please let us know what version of the iOS / macOS software you currently have installed. https://t.co/GDrqU22YpT"
photos_media,10,0.55472994,2141638,MY PHONE LITERALLY DELETED OVER 700 PHOTOS AND VIDEOS FOR NO REASON WTF @115858,@629743 We'd like to look into this with you. Let us know which iPhone you're using and the version of iOS installed via DM. https://t.co/GDrqU22YpT
photos_media,11,0.55306476,1936764,@115858 my phone deleted all of my pictures and videos. I want them back. fix this shit,@576193 Our team of Photos experts are ready and waiting to solve this with you. You can reach them here:  https://t.co/IBIY3vMgPj
photos_media,12,0.5491363,2510985,@AppleSupport how do we fix the issue with the downloading error on my photos?,"@715720 We got your DM and we'll continue with you there,"
photos_media,13,0.5461522,387220,All my pictures and videos just randomly disappeared out of my phone. Seriously fuck you. @115858,"@207661 We'll point you in the right direction. For help with Photos on iPhone, connect with an Advisor here: https://t.co/IBIY3vMgPj"
photos_media,14,0.54541403,215314,@AppleSupport  yo can you respond my pictures and videos got deleted and nobody  touch my phone and my website data,@167156 We'd like to get you with our Photos app specialists. Get in touch with them here:  https://t.co/IBIY3vMgPj
photos_media,15,0.54333884,1746797,@115858 @AppleSupport can you please help / explain why I can’t edit my photos and save them https://t.co/VVkTHaUVpX,@526612 Our Photos team will be happy to look into this issue with you. You can reach them here: https://t.co/IBIY3vMgPj
photos_media,16,0.5415746,236412,Hello @115858 @AppleSupport pls I’ve been experiencing difficulties uploading or sending pics or videos from my phone. This is what comes up😔 https://t.co/3rbSQyZBi9,@172308 We'd like to help. Does this persist after rebooting the iPhone? Which version of iOS are you running?
photos_media,17,0.54084915,398846,@115858 this update still hasn’t resolved the “missing” / “lost” pictures issue. https://t.co/2CqVXQrwGc,@210322 We'd like to look into this with you. Can you give us some more details? Are you missing all photos or just some?
photos_media,18,0.5400725,2055768,"@AppleSupport 
If there is only hardware problem, why you guys force customer to reset their devices? And what about their data?",@607966 We’d like to learn more about your issue so we can better answer your question. Tell us more about what’s happening in DM. https://t.co/GDrqU22YpT
photos_media,19,0.53736806,2698051,"my phone is mad glitchy, it freezes, &amp; it keeps erasing all of my pics then they they download &amp; show up in my albums again. @115858 what is going on",@670126 Let's look into this for you.  Send us a DM with your current iOS version and a screenshot of your iCloud photo settings located under Settings &gt; Name &gt; iCloud &gt; Photos. https://t.co/GDrqU22YpT
photos_media,20,0.5372597,2092697,@115858 WHY ARE ALL MY PICTURES SUDDENLY GONE wtf,"@465062 We are here to help. Please DM us, and we will continue from there. https://t.co/GDrqU22YpT"
purchases_orders,1,0.70427287,1558114,Trying to buy AppleCare+ after receiving a device has got to be one of the most customer-hostile experiences @AppleSupport  offers.,@35933 If you are having trouble ordering AppleCare+ we'd be glad to help you. Join us in DM. https://t.co/GDrqU22YpT
purchases_orders,2,0.67750597,2077901,@115858 Who do you complain to when you are getting appalling service from an Apple Store?,"@614548 We'd like to look into this for you. Please send us a DM with details, we'll meet you there to learn more. https://t.co/GDrqU22YpT"
purchases_orders,3,0.66553414,1826455,"@AppleSupport  Please learn something about good customer support, apple has the worst support ever.. no one answer me!","@302038 It looks like we previously responded to you in DM, but didn't hear back from you there. Let's continue our conversation in DM. https://t.co/GDrqU22YpT"
purchases_orders,4,0.6630316,1980568,Apple customer service is horrible!  48 hours to diagnose 1 year old computer! Unacceptable! @115858 support,"@586281 We'd love to take a closer look at your experience. Please send us a DM with more details, and we'll go from there. https://t.co/GDrqU22YpT"
purchases_orders,5,0.6514516,699582,"@115858 I’m having issues and would like to make a complaint, but no one seems to be willing to help at Apple Support UK.",@286894 We'd like to look into this with you. Please share more info with us in DM to start. https://t.co/GDrqU22YpT
purchases_orders,6,0.6419399,2123271,hey @AppleSupport why can't I buy my AppleCare online?,@625479 We'd like to better understand what's happening to help. Please DM us more details here: https://t.co/GDrqU22YpT
purchases_orders,7,0.63932186,361062,@AppleSupport this was a fraudulent purchase. I do not own an apple product. Can you help? https://t.co/v0dc2AC51q,@201495 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT
purchases_orders,8,0.63695097,1701589,@323438 Where does one go when they have a bad experience with Apple Care?,@515924 We'd like to get some more details about this. Please DM us to continue: https://t.co/GDrqU2kzhr
purchases_orders,9,0.636091,566808,"@AppleSupport apple store is contimuosly saying ""the Payment has been rejected. Confirm Payment information. We have done so and it is still saying the same thing. Help. @115858 @118936","@252890 We certainly would like to get this looked at. Please contact our iTunes Store team here: https://t.co/SDIe7UiyJN

They will be the best resource for this issue."
purchases_orders,10,0.6315795,2814629,@AppleSupport Hello.  Been having an issue with Apple Pay since July.  Can I please DM you the case number to get this escalated so it can be fixed for once and for all?,@784707 We'd love to help. DM us the case ID and we'll get started. https://t.co/GDrqU22YpT
purchases_orders,11,0.6306986,1271114,@115858 what wrong with your apple store .. #iOS11 #sucks,@417603 Thanks for reaching out. Which Apple Store are you referring to? DM us and let us know. https://t.co/GDrqU22YpT
purchases_orders,12,0.6286515,2746111,@118721 @AppleSupport I've been having an issue with in-app purchases for over a month now. when I choose to make a purchase it will be processing for minutes &amp; then it will say an error occurred. help.,@769019 We can help! Let's have you start by taking a look at the following article for some guidance on purchases: https://t.co/U96y4MTG7k
purchases_orders,13,0.62184584,548199,@115858 Have had the worst online experience with Apple. Can’t even deliver a package on time. No one knows anything #schoolboyerrors #terribleservice,@247567 We'd like to look into your experience. DM us the details. https://t.co/GDrqU22YpT
purchases_orders,14,0.6195103,2303483,"@AppleSupport Different issue, now. I’m trying to buy AppleCare+ for my Watch, got through all the time waiting for diagnostics testing and verification, and then...all I see is this, any time I try to actually complete my order, with any card whatsoever. What gives? https://t.co/mEGSxT8lOu",@440654 Let's look into this issue together. Send us a DM and we'll get started. https://t.co/GDrqU22YpT
purchases_orders,15,0.6188322,861370,@AppleSupport I am having problems with a subscription purchase. I tried to report it via your website but get greeted with this. Help! https://t.co/ULQI0hcSwt,"@324531 For support with this, reach out to our iTunes Store Support here: https://t.co/SDIe7UiyJN"
purchases_orders,16,0.6177094,1246461,@115858 @AppleSupport who can I chat/ contact about an issue I had with the @17425 not honoring my AppleCare+?,@412439 Let's look into this together. Please send us a DM and we will go from there. https://t.co/GDrqU22YpT
purchases_orders,17,0.61486876,35991,"@AppleSupport Apple Customer Support in decline. Talked over, ignored, abrupt, didn’t listen and to finish it off put the phone down on me. Thanks @115858 @AppleSupport think you need to send 1 individual back to customer service school. #poor #notapple",@481360 We’d like to learn more about your experience. Please meet us in DM to begin. https://t.co/GDrqU22YpT
purchases_orders,18,0.6137112,2054800,@AppleSupport Please tell me who or how I can contact somebody who actually cares about the quality of Apple products because I'm fed up of this,"@607712 We'd like to get some details of your situation, please meet us in DM so we may gather some specific points. https://t.co/GDrqU22YpT"
purchases_orders,19,0.6103871,854558,Trouble with customer service @AppleSupport,@322956 We'd like to look into this with you. Send us a DM with more information and we'll work from there: https://t.co/GDrqU22YpT
purchases_orders,20,0.60548854,2793169,Ermmmm..... @115858 @AppleSupport am I the only one who’s been having problems with Apple Pay could you possibly message me in DM so I could know what to do. Thanks,@779493 We'd like to gather some more information for better troubleshooting. Can you DM us the country you are located in? https://t.co/GDrqU22YpT
software_update,1,0.6657061,2831749,"@AppleSupport I have talked to customer support and no help. The new iOS update is terrible. Phone lags and stalls, many bugs","@788439 Send us a DM, and we'll go from there: https://t.co/GDrqU22YpT"
software_update,2,0.6470128,2321902,@AppleSupport IOS 11 downloaded but while installing it gives message of failure updating,@672833 Thanks for reaching out. Let's work through the steps here to get your iOS 11 update installed: https://t.co/Ui1yTnOCUz
software_update,3,0.63654935,1478080,"Completed @115858 iOS iphone update, switching to #Samsung @115858 updates are for #tweens, super #buggy, frustrating! https://t.co/OPupCPuQAZ",@463219 Reach out to us via DM and let us know what's going. We maybe able to help resolve your issue. https://t.co/GDrqU22YpT
software_update,4,0.63549507,1771776,"@AppleSupport @115858 why does it say an error occurred every time I update iOS, it happens every time https://t.co/7gCFTMwfTM",@532221 We've received your DM. Be on the lookout for our response there shortly.
software_update,5,0.63445026,1471849,"@115858 @AppleSupport hey your new iOS update has nearly fucking bricked my iPhone SE, how do I roll back your piece of shit update?",@461651 We'd be happy to look into any issues you're having. Please DM us. https://t.co/GDrqU22YpT
software_update,6,0.6322459,2978309,"@115858 
So, carelessly launching ios version without appropriately trialling it, crashing peoples' IPhones, and then solving the problem by restoring and updating their IPhones, but without any data!
Is that what you are calling professionalism and customer care?","@821401 Hello there. If you're having a current issue with restoring from your iOS backup, we'd like to know more. Reach out to us via DM with the iPhone model to begin. We’ll do everything we can to help. https://t.co/GDrqU22YpT"
software_update,7,0.63031673,1681571,"The latest IOS update is a disaster, can you do something about it ? @115858",@511237 We'd like to know more about the issues you're experiencing. Reach out via DM and we'll take a look. https://t.co/GDrqU22YpT
software_update,8,0.627475,1331244,.@115858 what did I do to deserve this awful iOS update?,@430563 We're in your corner. What's been happening with your device? What's your iOS version? (Settings &gt; General &gt; About). Thanks!
software_update,9,0.62643456,1522725,@AppleSupport This is not a minor inconvenience - what are you doing to help your customers with issues around the new iOs??? @AppleSupport,@473174 We're here to help. DM us the country you're located in and we'll go from there. https://t.co/GDrqU22YpT
software_update,10,0.6245922,803113,@AppleSupport I updated iOS using my laptop as recommended then also it is giving a lot of problems,"@311371 Thanks for updating to the latest available. Let's meet in DM to collect a few more details, please. https://t.co/GDrqU22YpT"
software_update,11,0.6244291,1793195,"Ive never had issue with any of the  @115858 IOS updates but this latest one has quite simply fucked my phone. Slow, laboured&amp;inconsistent😡",@538866 We're here to help. DM us which iPhone and the exact iOS version you are using. Is your phone slow when using certain apps? https://t.co/GDrqU22YpT
software_update,12,0.6213626,1296864,@115858 this new iOS iPhone update it terrible. Buggier than ever. Constantly needing to restart. Do something about his. I paid 💰💰💰 #garbage,@423113 This is not the experience we want you to have. DM us and tell us more about the issue you're having. https://t.co/GDrqU22YpT
software_update,13,0.6210394,657226,Anyone else’s phone now buggered cause of the last @AppleSupport iOS download?,@276441 We'd be happy to look into your issues with you. Send us a DM and let us know what's going on. https://t.co/GDrqU22YpT
software_update,14,0.6183349,1840881,@AppleSupport iPhone update absolutely sucks! Never had so many issues with an iOS update🙂,@551691 We want you to have a good experience with the update. Please let us know in DM what device you have and what's going on. https://t.co/GDrqU22YpT
software_update,15,0.61740744,1861117,@AppleSupport iOS update is horrible. Chews up battery and email client is very slow. Feels like old MSFT products. Ugh.,@556279 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT
software_update,16,0.6130972,1881000,Hey my brand new iPhone 8 plus is incapable of downloading app updates and also can’t hold a charge what gives @115858,@561380 We want to help. Send us a DM and let us know what version of iOS you are running and we'll continue from there. https://t.co/GDrqU22YpT
software_update,17,0.611006,1906779,"@AppleSupport After updating my iOs two nights ago,  I cant download any app anymore! What’s the fix? This is frustrating.",@568134 That's not something we'd like to hear. Let's work together to find the best solution. DM us the device you're using. https://t.co/GDrqU22YpT
software_update,18,0.61002004,395579,@AppleSupport That last ios update is giving me endless problems on my 5 month old iphone 7... few issues. #SMH,@209626 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.
software_update,19,0.6099328,366577,"iOS 11 is a huge, buggy mess @AppleSupport. What’s with @118936 download problems??",@138175 We're here to help. Let's take this to DM so we can better assist you. https://t.co/GDrqU22YpT
software_update,20,0.60938704,1889342,Nothing but iPhone issues since the last two apple iso software updates @AppleSupport 😠,"@563438 Hi there. We'd love to help. Please DM details about the issues you're having, and which iPhone you have. We'll meet you there. https://t.co/GDrqU22YpT"
device_troubleshooting,1,0.69804466,2081141,"@AppleSupport constant device freeze since #ios11 update and of course booking store appointment impossible, any way you could help me out?","@615450 We'd love to help in any way we can. Send us a DM with your iPhone model, and iOS version, and we'll go from there: https://t.co/GDrqU22YpT"
device_troubleshooting,2,0.6784787,2055768,"@AppleSupport 
If there is only hardware problem, why you guys force customer to reset their devices? And what about their data?",@607966 We’d like to learn more about your issue so we can better answer your question. Tell us more about what’s happening in DM. https://t.co/GDrqU22YpT
device_troubleshooting,3,0.628852,2510959,@AppleSupport Freezing constantly occurring where I have to reboot the device once every day. Freeze means you can’t click on an app icon or use keyboard,"@715714 We're happy to help out. To do so, let's meet up in DM so we can go into more detail. Thanks! https://t.co/GDrqU22YpT"
device_troubleshooting,4,0.61134195,2126030,Interesting how a new iphone was just released by @115858 and suddenly my iphone is now freezing and requiring restarts multiple times a day. Didn't have a single problem with it the entire time I've owned it until now.,@626081 We're here to help. Which iOS version is your device currently running? You can check this through Settings &gt; General &gt; About.
device_troubleshooting,5,0.60954815,1880426,"@AppleSupport my devices have gone completely crazy since recent updates. Touch, apps crashing,no rotation, cant send pics..etc frustrating","@386538 Hey, let's get your devices back up and running! Can you shoot us a DM and let us know which devices are affected? https://t.co/GDrqU22YpT"
device_troubleshooting,6,0.5931314,2626438,"@AppleSupport havin so many issues since updating iOS. Phone freezing, issues connecting to wifi, apps crashing, alarm sound not going off.",@741842 We want you to have a smooth experience with the update. Please send us a DM &amp; we'll take a look. https://t.co/GDrqU22YpT
device_troubleshooting,7,0.5856624,36636,"@AppleSupport Freezing basically all of the time. Apps are messing up, if i turn on airplane mode and then turn it off i can’t get service without restart",@123981 Which iPhone and iOS 11 version are you using?
device_troubleshooting,8,0.58400905,852864,"@AppleSupport The device is getting extremely heated up, and all the app are crashing, there are extreme lags. This is so not expected outta @115858","@322602 We appreciate those details. So we can look into further options for your region, please DM us with your current country. https://t.co/GDrqU22YpT"
device_troubleshooting,9,0.5804666,2728124,"@O2 my phone keeps freezing, been into 2 shops both say they have fixed it not even 2weeks old, had nothing but trouble @AppleSupport @o2",@389013 We can definitely look into this further with you. We want to be sure you're able to use your iPhone as you'd expect. Send us a DM and let us know which iOS you're running currently. We'll go from there. https://t.co/GDrqU22YpT
device_troubleshooting,10,0.5794487,2815615,Why is that my phone works perfectly fine and I update something and then starts being a piece of shit... @115858 or you release a new phone and then it magically starts freezing.,@784962 May we have a look at this with you?  Feel free to DM us exactly what behavior you're experiencing and what iOS version you're on and we'll go from there. https://t.co/GDrqU22YpT
device_troubleshooting,11,0.57849437,2516070,"@AppleSupport Freezing, headphones connecting, people not hearing me on phone calls, freezing again, volume problems.",@716751 Are you seeing this issue with any specific apps or usage?  Do you do anything to restore function?
device_troubleshooting,12,0.5762873,1850466,"@AppleSupport poor battery, freezes at times, slow. Please release a new update ASAP.",@553972 We'd like to take a look at your device with you. Would you please join us in DM and let us know which country you're located in? https://t.co/GDrqU22YpT
device_troubleshooting,13,0.57552505,2070556,"Constantly freezing iOS 11.0.2, switching off without any reason.    For a phone so costly I want fucking good service @115858",@612338 We'll do everything we can to help. Let's continue chatting via DM. Tell us what type of iPhone you're using. https://t.co/GDrqU22YpT
device_troubleshooting,14,0.57123417,1891106,"@AppleSupport phone is freezing repeatedly, also struggling with battery life...please sort out new iOS asap.",@563939 We'd like to gather some information about the issues you're describing. Please meet up with us in DM. https://t.co/GDrqU22YpT
device_troubleshooting,15,0.5699856,84217,@115858 Also can @AppleSupport please tell me why my one year old iPhone is crapping out and always freezes or dies?!?! This shit didn’t happen when I️ had an Android..... 🤔,@134523 We would love the opportunity to work with you today to get these issues corrected. Let's begin with finding out which iOS version you are running under Settings &gt; General &gt; About. DM us that version number here: https://t.co/GDrqU22YpT
device_troubleshooting,16,0.5697137,1712953,@AppleSupport So what about the random freezing of the phone? Phone freezes up and gets stuck for about 20 seconds before I can do anything,@518828 We know how important it is to have your device working as expected. Does the freezing occur during a specific use or app?
device_troubleshooting,17,0.56886095,686906,@AppleSupport why tf does my phone restart 6 times a day and freezes every hour?!?!? Never again buying ya shit phones,@284020 We want to make sure your iPhone works as you expect. Could you let us know which version of iOS you're using and a bit more info about what's happening in DM? https://t.co/GDrqU22YpT
device_troubleshooting,18,0.5681442,2555277,@AppleSupport My phone keeps freezing and at times it wont even let me restart it. It won’t let me access my apps. It literally freezes every few minutes and I cant do anything about it. This all started after I updated my phone.,@725607 That's not the experience we want you to have with your iPhone. We will certainly do everything we can to get it operating as normal again. Can you confirm for us the exact iOS 11 version you are running under Settings &gt; General &gt; About? DM us that info. https://t.co/GDrqU22YpT
device_troubleshooting,19,0.56759167,125761,"@AppleSupport Unresponsive keyboard and buttons, low battery life, disappearing icons and even the time display, wifi/bluetooth always on.","@144217 Thanks for clarifying. We're eager to help get these issues resolved. In order to ensure we're on the same page, please send us a DM and let us know the version number of iOS installed. This can be found under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT"
device_troubleshooting,20,0.5641667,954190,"Am I the only person experience issues on #IPhone7 with #IOS11 @AppleSupport ? It’s freezes, crashes, getting hotter quickly. what the heck?","@346406 We're here to help you!  Are you running 11.0.3 right now?  What prompts the freezing, if you've noticed?"
