customer_text,gold_intent,predicted_intent,classifier_confidence,top_retrieval_similarity,decision,decision_reason,intent_correct
@AppleSupport what am I️ supposed to do? I️ have to pick btwn grammar and communication. I️ can’t. I️ can’t type. I️ need help. I️ scared.,keyboard_text_input,keyboard_text_input,0.7267199789694593,0.6859421730041504,HUMAN,Classifier confidence is below the safe handling threshold.,True
i just wanna know where my concert pics and vIDS ARE @AppleSupport why did i wake up in the morning to all of my frickin pictures missing?,photos_media,photos_media,0.9379663340856291,0.7014331817626953,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"Hey @AppleSupport I did an iCloud backup but quick question:

WHERE THE FUCK ARE MY PHOTOS",photos_media,photos_media,0.9028493055936095,0.8137714862823486,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@AppleSupport Can someone please help me unlock my Apple ID? I got the X and changed my phone # and am locked out of everything, please help, thanks.",apple_id_account,apple_id_account,0.9417336627879809,0.823113203048706,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@AppleSupport If my phone activation lock what's the mean What me do now",apple_id_account,apple_id_account,0.6125561030404068,0.8779823780059814,HUMAN,Classifier confidence is below the safe handling threshold.,True
"@AppleSupport I have downloaded the update by using software update on the iPhone not through iTunes . The error message is ""some error has occurred while installation """,software_update,software_update,0.9847372774897764,0.8267740607261658,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@115858 All of my pictures mysteriously disappeared from my phone. Help ME!,photos_media,photos_media,0.9457419821792044,0.8620641231536865,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport 1) random OS freezes requiring hard reset 2) camera app freezes 3) overheating when charging (had to turn off the phone to let it cool),device_performance,device_performance,0.924237935088712,0.7543002367019653,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"Uhhhh @AppleSupport , this you? 🤔 why is it saying my Apple ID will be disabled? https://t.co/onVhJjkYAU",apple_id_account,apple_id_account,0.9096007254994184,0.8876917362213135,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport why is apple now requiring you to add a payment method for apps what if you didn’t have a payment method,purchase_payment_order,purchase_payment_order,0.9377079182752477,0.8558669090270996,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@AppleSupport had iPhone for 1yr, now battery drains itself overnight when it’s apparently doing nothing. I can’t go out without a power pack to recharge. I’ve turned off all updating, location, everything and it’s dreadful. What should I do???",battery_charging,battery_charging,0.8866603489011149,0.8144054412841797,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport why does my phone freeze and restart all the time??? It’s getting frustrating!! I have an iPhone 7,device_performance,device_performance,0.9486269358136143,0.9061554670333862,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@115858 where the hell have all my photos gone from my phone?!! Just updated and 2 years of photos have vanished??!!!,photos_media,photos_media,0.9829727377817365,0.8699098825454712,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport my battery is draining while it charges 😒 I have an iPhone 7 haven’t even had this shit for a year smh.,battery_charging,battery_charging,0.9183247167955122,0.857197642326355,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@AppleSupport 11.1.1, I haven’t tried in sms. Just on iMessage",messaging,messaging,0.9481837229380515,0.79896080493927,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport All of them. The regular and all the apps,apple_app_service,apple_app_service,0.7856933935900424,0.8935647010803223,HUMAN,Classifier confidence is below the safe handling threshold.,True
@AppleSupport why don’t you have a Yiddish keyboard on your current data system. I’m struggling to communicate with auto correction and red lines all over my sentences,keyboard_text_input,keyboard_text_input,0.5006358228987645,0.6149782538414001,HUMAN,Classifier confidence is below the safe handling threshold.,True
I’ve gone through all the troubleshooting but my iPhone battery is stil draining fast @AppleSupport What’s the point of a phone you can’t use? It just went from 31% to 9% in five minutes!!,battery_charging,battery_charging,0.9276883671019333,0.8272066712379456,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport can you explain why my phone just deleted all of my messages except for the last one that they or i sent,messaging,messaging,0.8623355188867196,0.8714970350265503,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
Nothing but iPhone issues since the last two apple iso software updates @AppleSupport 😠,device_performance,software_update,0.974647718800831,0.7690284252166748,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",False
"@AppleSupport soooo since some of the apps I bought are unavailable in iOS 11, do we get refunded money?",purchase_payment_order,software_update,0.5664831716639903,0.8250032663345337,HUMAN,Classifier confidence is below the safe handling threshold.,False
"Unable to Install #iOS11 on 7 Plus. After long Verifying Update, it says Couldn’t Install. What could be the reason and how to solve it? 🤔 @AppleSupport",software_update,software_update,0.9717814881306308,0.8350047469139099,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@AppleSupport It says ""not charging"" when I plug in the charger...even after 5+ hours, battery still low. It was working fine b4 I upgraded to iOS 11.03",battery_charging,battery_charging,0.9652961965603882,0.7894678115844727,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"Anyone else’s iPhone freezing like crazy? Mine has crashed like 10 times since last night. Rocking an iPhone 7Plus too 

@AppleSupport",device_performance,device_performance,0.8911110564600019,0.8458399772644043,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@AppleSupport I need to factory reset an iPhone, I forgotten the restrictions password though, what should I do?",apple_id_account,apple_id_account,0.9085417122343754,0.8783514499664307,HUMAN,The request involves an action that requires human review.,True
"@AppleSupport Instagram, tinder, bumble, Facebook, gmail app, Texas poker",apple_app_service,apple_app_service,0.4084776677647473,0.7674970626831055,HUMAN,Classifier confidence is below the safe handling threshold.,True
Hey @115858 could you plz fix our fucking keyboards? Getting real tired of not being able to type the letter I️. #GetYourShitTogether #IMissSteveJobs,keyboard_text_input,keyboard_text_input,0.8120068462024239,0.8222610950469971,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@O2 my phone keeps freezing, been into 2 shops both say they have fixed it not even 2weeks old, had nothing but trouble @AppleSupport @o2",device_performance,device_performance,0.902140456334461,0.843265950679779,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@AppleSupport Both , apps freeze and throw me out , the device freezes and the screen goes black and doesn’t respond , the speaker stops working on phone calls and I have to turn it on and off to get it back , camera roll pictures don’t load &amp; the mini screen for music disappears a lot",device_performance,device_performance,0.7097020298519606,0.8049054145812988,HUMAN,Classifier confidence is below the safe handling threshold.,True
"@AppleSupport Different issue, now. I’m trying to buy AppleCare+ for my Watch, got through all the time waiting for diagnostics testing and verification, and then...all I see is this, any time I try to actually complete my order, with any card whatsoever. What gives? https://t.co/mEGSxT8lOu",purchase_payment_order,purchase_payment_order,0.8276202812737351,0.7280482053756714,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"Really regret installing the new iOS update..slow phone, apps crashing, phone stuck when typing ... thanks @115858 - but not buying a new 1.",device_performance,software_update,0.9924004716246507,0.8352693319320679,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",False
my phone isn't even a year old and it keeps freezing and not working. @115858 why do i always have this problem,device_performance,device_performance,0.9602269100860109,0.8791124820709229,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"Apple music get your shit together, i haven’t been able to use it for a week and a half now @115858",apple_app_service,apple_app_service,0.8921267371804611,0.8580905795097351,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport hi can you help me? i have questions regarding apple music,apple_app_service,apple_app_service,0.6840713690108,0.8971632719039917,HUMAN,Classifier confidence is below the safe handling threshold.,True
@AppleSupport it’s obnoxious how i have a brand new iphone 7+ and my battery fully drains in a few hours. i spent so much money on this,battery_charging,battery_charging,0.8851046875259442,0.8490055799484253,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@66141 I need your help with an accidental subscription purchase by a 10-year old. @AppleSupport is being less than helpful. Please HELP!,purchase_payment_order,purchase_payment_order,0.8467042746622582,0.7919642329216003,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport iMessages,messaging,messaging,0.948550943741479,0.932223916053772,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@AppleSupport can you guys just fix the music app,this is very embarrassing considering how much we pay for your services 👎🏾",apple_app_service,apple_app_service,0.6364117516672255,0.8068931102752686,HUMAN,Classifier confidence is below the safe handling threshold.,True
Why does my WiFi and Bluetooth come on whenever it wants!?🗣 @115858,connectivity,connectivity,0.849604027748265,0.8241015672683716,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport listen I’m just tryna download some free apps (aka animal crossing) pls just let me do that without having to verify the apple family account person reentering their payment information,purchase_payment_order,purchase_payment_order,0.8339034452425723,0.7207913994789124,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport  my phone will not send sms text messages. I’ve tried every quick fix but to no avail my text messages won’t work but my iMessages will work.,messaging,messaging,0.9875723656171569,0.8911303281784058,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@AppleSupport i've received An invoice for a netflix account. I havent made any purchases, can someone please help? Thank you!",purchase_payment_order,purchase_payment_order,0.7646853967248342,0.7346529364585876,HUMAN,Classifier confidence is below the safe handling threshold.,True
"Worst iOS update I ever had. Apps keep on crashing! @AppleSupport, what’s up with this? Thanks for making 11 crappier.",device_performance,software_update,0.982468078871561,0.882469654083252,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",False
WTF @115858. won’t let me decide when I want wifi and Bluetooth on? You feel compelled to do it for me @ 5am? I feel a Samsung in my future.,connectivity,connectivity,0.662855915513379,0.6762981414794922,HUMAN,Classifier confidence is below the safe handling threshold.,True
@AppleSupport iOS 11.0.3 draining my battery. I have to charge it four times a day.,battery_charging,battery_charging,0.9963718825779271,0.8966183662414551,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@115858 when is the keyboard fix coming? The I automatically turning into I️ is killing me... among other autocorrect fails,keyboard_text_input,keyboard_text_input,0.8459423956323467,0.8019371032714844,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport I would like an explanation for how the first 99% of my phone battery drains and 40 minutes but the last one percent has lasted me six hours today,battery_charging,battery_charging,0.9203703483796588,0.7999473810195923,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"Top iOS update, erased all my @115948 downloads! 😡 @AppleSupport any help?",apple_app_service,software_update,0.8719618008704735,0.7846663594245911,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",False
@AppleSupport any reason why my battery is draining? I️ already have all the battery saving hacks; I’d like to text for more than 20 minutes without my phone dying!,battery_charging,battery_charging,0.9293238000259777,0.8526993989944458,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
Anyone else having issues with the new iOS draining their batteries? @115858 #appleuser,battery_charging,battery_charging,0.6663540412044907,0.904464602470398,HUMAN,Classifier confidence is below the safe handling threshold.,True
"@115858 Freezing up, keyboard won’t work, very slow, programs quit.",device_performance,device_performance,0.6794253942097727,0.7866202592849731,HUMAN,Classifier confidence is below the safe handling threshold.,True
@AppleSupport I followed this guide https://t.co/QSyOVVxJVp (logged out and deleted all data) so activation lock should not be on?,apple_id_account,software_update,0.5772990247444832,0.7864421606063843,HUMAN,Classifier confidence is below the safe handling threshold.,False
"My phone is plugged in and charging but losing charge????

@AppleSupport wtf",battery_charging,battery_charging,0.9408080404889546,0.8667252659797668,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
Trying to buy AppleCare+ after receiving a device has got to be one of the most customer-hostile experiences @AppleSupport  offers.,purchase_payment_order,purchase_payment_order,0.9054611013678278,0.8267941474914551,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
"@115858 Please update ios11 it’s impossible to download apps, why !",software_update,software_update,0.9970001719061438,0.8838787078857422,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport I have a major problem with iMessage? I’m not receiving all iMessages and the read notifications are messed up,messaging,messaging,0.9490673960596997,0.8702690601348877,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport (in the current environment we are never sure that the activation lock screen is from iOS ...),apple_id_account,software_update,0.6881942021620995,0.8561648726463318,HUMAN,Classifier confidence is below the safe handling threshold.,False
@AppleSupport would love if you gave me all my photos and videos back after wiping them off my phone,photos_media,photos_media,0.9172381582076004,0.8499564528465271,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
Hey @115858 thanks for forcing an iOS on iPhone users that makes a formerly functional phone act like an Android with a virus. People pay more for your products to NOT have these problems. Consumers are getting sick of this. PS I have a 7 plus - the processor should handle updates,device_performance,software_update,0.9260943705269362,0.7720617651939392,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",False
Hi @116333 what is apple music pls &amp; why am I paying for it?,apple_app_service,apple_app_service,0.5621270205572632,0.7981582283973694,HUMAN,Classifier confidence is below the safe handling threshold.,True
@115858 @AppleSupport what happened to iOS 11.0.3 battery draining like anything...please fix this issue...I need to charge 2-3 times a day..,battery_charging,battery_charging,0.988859999093896,0.889034628868103,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
All my pictures and videos just randomly disappeared out of my phone. Seriously fuck you. @115858,photos_media,photos_media,0.9033834191245699,0.8707799911499023,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport Messages and any other apps that allow the use of messaging,messaging,messaging,0.9021895658222336,0.8815135955810547,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
.@AppleSupport you really need to help me get my 1000 pictures back that just disappeared from my phone,photos_media,photos_media,0.8358941756151147,0.8757774829864502,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport how long until you fix the keyboard issues with the autocorrecting of letters?,keyboard_text_input,keyboard_text_input,0.8838605819304253,0.8053609132766724,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
My phone freezes ALOT since my last software update. Please provide remedies? @AppleSupport,device_performance,software_update,0.7117283674346501,0.8521833419799805,HUMAN,Classifier confidence is below the safe handling threshold.,False
What’s Going On With The Keyboard And These Symbols? I️ @AppleSupport,keyboard_text_input,keyboard_text_input,0.8968536656630814,0.8929986357688904,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
My phone is constantly freezing. I just got it a few months ago. Any updates on software fixes? @AppleSupport,device_performance,device_performance,0.5434209990791046,0.8652080297470093,HUMAN,Classifier confidence is below the safe handling threshold.,True
@AppleSupport est-ce que le bug qui consiste à ne pas se déconnecter complètement du wifi et Bluetooth en iOS 11 va bientôt être corrigé ?,connectivity,software_update,0.49512147892417646,0.7309916615486145,HUMAN,Classifier confidence is below the safe handling threshold.,False
What’s the point of an iPhone if I can’t send iMessages 😩 @AppleSupport,messaging,messaging,0.8898124368113296,0.8101717233657837,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
What’s going on with the new IOS update @115858 @AppleSupport ? I got a brand new iPhone 8. It’s not letting me download apps and some apps will freeze. This is important. I have to download my @7531 app. Please and thank you.,software_update,software_update,0.9863690285418072,0.8094915151596069,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport I want to know why my Apple ID has been locked for the past 5 months after 3 resets and multiple password changes,apple_id_account,apple_id_account,0.9622358493108447,0.8094003796577454,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport I have tried downloading IOS 11 on  my iphone 6s plus several times. It will download the update but I get an error message when it tries to install it. Any idea why this is happening?,software_update,software_update,0.9929373825269657,0.8573527932167053,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
how long until we can connect and sync our phones to itunes through bluetooth/wirelessly? @115858,connectivity,apple_app_service,0.3502129915028152,0.6212758421897888,HUMAN,Classifier confidence is below the safe handling threshold.,False
@AppleSupport y’all need to do something about these keyboards,keyboard_text_input,keyboard_text_input,0.5612639794049492,0.8584895133972168,HUMAN,Classifier confidence is below the safe handling threshold.,True
@115858 why is my phone constantly freezing? help??,device_performance,device_performance,0.9934023782197581,0.9456741809844971,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
@AppleSupport What is the status of an annual subscription to #Apple music family plan?,purchase_payment_order,purchase_payment_order,0.5244512368076966,0.8007362484931946,HUMAN,Classifier confidence is below the safe handling threshold.,True
"@AppleSupport you wanna tell why everytime I️ type I️ in a sentence, a ? and box appear as if a robot is typing 🧐",keyboard_text_input,keyboard_text_input,0.8178346590800741,0.7426896095275879,AUTO-HANDLE,"The intent is confident, relevant historical evidence is available, and no human-review trigger was detected.",True
