customer_tweet_id,support_tweet_id,customer_author_id,customer_text,support_text,customer_created_at,support_created_at,gold_label
613056,613058,265770,@AppleSupport i believe someone has got into my account and changed all my passwords and set off activation lock on my ipad,@265770 We'd like to help. Let's start by following the steps in this article to make sure your account is secured: https://t.co/ufbG3Gx5bq DM us if you run into any issues with this. https://t.co/GDrqU22YpT,Wed Nov 29 04:53:03 +0000 2017,Wed Nov 29 13:38:31 +0000 2017,apple_id_account
2945805,2945806,266998,@AppleSupport But what if I want to use iCloud for those services? It didn’t drain my battery before IOS11. Don’t put features on a phone if they are unusable. Just feedback to the development team they need to sort out an update to fix,@266998 Let's dig a little deeper into the usage data together. DM us and we'll continue there. We want your iPhone to work as best as it is possible.,Wed Nov 29 16:44:56 +0000 2017,Wed Nov 29 17:04:19 +0000 2017,apple_app_service
1467479,1467477,460623,@115858 How do I type now if there is no keyboard at the Text app. I hate iOS 11.1. The worst ever.,@460623 We're happy to help. Does restarting your device bring the keyboard back? Let us know.,Thu Nov 02 17:46:19 +0000 2017,Thu Nov 02 19:57:49 +0000 2017,keyboard_text_input
398846,398843,210322,@115858 this update still hasn’t resolved the “missing” / “lost” pictures issue. https://t.co/2CqVXQrwGc,@210322 We'd like to look into this with you. Can you give us some more details? Are you missing all photos or just some?,Mon Oct 09 17:39:15 +0000 2017,Mon Oct 09 18:45:36 +0000 2017,photos_media
1973399,1973398,584436,@AppleSupport why is apple now requiring you to add a payment method for apps what if you didn’t have a payment method,@584436 We have a helpful article that may explain what you are seeing: https://t.co/rnB74M0zio,Tue Oct 31 01:50:04 +0000 2017,Tue Oct 31 02:02:00 +0000 2017,purchase_payment_order
1784960,1784959,536292,Every update I download fucks my iphones up one way or another. ios11 has made it so slow and unresponsive. Good job @115858 @AppleSupport 👍,@536292 We want to be sure you get the most out of your iPhone's performance. Which iPhone are you using? DM us and let us know. https://t.co/GDrqU22YpT,Wed Oct 11 04:35:57 +0000 2017,Wed Oct 11 12:52:00 +0000 2017,device_performance
661539,661538,277627,"@AppleSupport If my phone activation lock what's the mean What me do now",@277627 Thanks for confirming. You'll need the iCloud account and password. Take a look at this article for more info: https://t.co/wKDRWdXEoe,Thu Nov 23 01:00:22 +0000 2017,Thu Nov 23 01:05:52 +0000 2017,apple_id_account
2899002,2899003,803139,@AppleSupport Listening music for example.,"@803139 Good to know. Are you normally listening to the Music app, Pandora, Spotify, Sound Cloud, etc.? Do you use Bluetooth devices when listening to the music?",Tue Nov 28 17:52:03 +0000 2017,Tue Nov 28 18:00:05 +0000 2017,apple_app_service
1690618,1690616,136765,Every time I️ type in the letter after H some stupid symbols show up WHYYYY @AppleSupport,@136765 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Mon Nov 06 18:08:56 +0000 2017,Mon Nov 06 20:38:00 +0000 2017,keyboard_text_input
2986331,2986330,673675,.@AppleSupport you really need to help me get my 1000 pictures back that just disappeared from my phone,@673675 Thank you for reaching out. We'd like to get you over to our Photos specialists here: https://t.co/IBIY3vMgPj,Tue Oct 31 21:43:48 +0000 2017,Tue Oct 31 21:46:00 +0000 2017,photos_media
2408490,2408489,692563,My phone freezes every 5 minutes. And will restart. It’s not even a year old phone yet. This is pissing me off @115858.,"@692563 Thank you for reaching out to us. We want to help you with your device. Please DM us the type of iPhone you are using, along with the iOS version. https://t.co/GDrqU22YpT",Tue Nov 14 15:06:52 +0000 2017,Tue Nov 14 16:08:01 +0000 2017,device_performance
2355870,2355872,680600,@AppleSupport I followed this guide https://t.co/QSyOVVxJVp (logged out and deleted all data) so activation lock should not be on?,"@680600 Can you DM us a screenshot of what you see on your device? Also, if you log into https://t.co/MdGttkkFL9 with your old email address, do you see the device under Find My?",Sun Nov 26 17:41:09 +0000 2017,Sun Nov 26 17:56:55 +0000 2017,apple_id_account
345303,345302,198162,@AppleSupport it’s obnoxious how i have a brand new iphone 7+ and my battery fully drains in a few hours. i spent so much money on this,@198162 We want you to get the most out of your new iPhone. Here are some tips to maximize battery life: https://t.co/bivpdfBNJ6,Sun Oct 08 00:25:15 +0000 2017,Sun Oct 08 02:34:26 +0000 2017,battery_charging
2278803,2278802,662565,@AppleSupport whyyyyyyyyyyyy does my Apple ID always get disabled.,@662565 We understand that being able to access your account is vital. Check out this article and let us know if it helps: https://t.co/HH37urdbz9,Sat Nov 11 15:44:26 +0000 2017,Sat Nov 11 19:11:00 +0000 2017,apple_id_account
125795,125794,144227,@AppleSupport I have credit on my account but I can't buy nothing because of billing information,@144227 We're happy to help and to point you in the right direction. Our iTunes Team can help you here with any billing inquiry: https://t.co/SDIe7UiyJN,Fri Nov 24 02:26:26 +0000 2017,Fri Nov 24 02:40:00 +0000 2017,purchase_payment_order
2000170,2000169,591423,Okay @115858 wtf is going with the ‘I’ on everyone’s keyboard? Shit autocorrecting to nonsense,"@591423 If you're having the issue on your device, we'd like to assist. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT",Thu Nov 02 21:34:15 +0000 2017,Thu Nov 02 23:21:31 +0000 2017,keyboard_text_input
430747,430746,217430,"why since this morning has my phone been freezing badly, lagging and freaking out when I open apps?? @AppleSupport I’ve reset it 4 times 🙂",@217430 We'd be happy to look into this with you. Can you tell us which iPhone and version of iOS you're using?,Tue Oct 10 12:02:16 +0000 2017,Tue Oct 10 14:53:01 +0000 2017,device_performance
1387673,1387674,442872,"@AppleSupport No, they all are. A few apps that I use often include Spotify, YouTube, Instagram, Snapchat, VSCO, Facebook. Clock, notes - all slower.","@442872 Thanks.  So we can look at all of your support options, could you provide your current location?  Please reply in DM. https://t.co/GDrqU22YpT",Mon Oct 16 16:07:01 +0000 2017,Mon Oct 16 16:14:34 +0000 2017,device_performance
463920,463919,225298,i just wanna know where my concert pics and vIDS ARE @AppleSupport why did i wake up in the morning to all of my frickin pictures missing?,@225298 We'd love to help. DM us and let us know if you are managing your photos using the iCloud Photo Library feature. We can go from there. https://t.co/GDrqU22YpT,Fri Dec 01 03:32:02 +0000 2017,Fri Dec 01 03:42:54 +0000 2017,photos_media
1049025,1049024,214631,My phone is constantly freezing. I just got it a few months ago. Any updates on software fixes? @AppleSupport,"@214631 We'd like to look into this with you. Do you notice if this happens when you're using certain apps or features? Can you let us know which iOS version you have installed? You can see this in Settings &gt; General &gt; About.

Let's meet up in DM to continue: https://t.co/GDrqU22YpT",Sat Nov 25 17:42:55 +0000 2017,Sat Nov 25 17:53:00 +0000 2017,device_performance
2210660,2210659,622699,"@AppleSupport had iPhone for 1yr, now battery drains itself overnight when it’s apparently doing nothing. I can’t go out without a power pack to recharge. I’ve turned off all updating, location, everything and it’s dreadful. What should I do???","@622699 We understand how important your battery life is, and we're here to help! To get started, send us a DM with your iPhone's current iOS version. We'll take a closer look at the issue together there. https://t.co/GDrqU22YpT",Sun Nov 26 09:16:40 +0000 2017,Sun Nov 26 14:35:00 +0000 2017,battery_charging
570917,570916,254079,@AppleSupport  my phone will not send sms text messages. I’ve tried every quick fix but to no avail my text messages won’t work but my iMessages will work.,@254079 Hi there! We'd be happy to look into this with you. Send us a DM to get started. https://t.co/GDrqU22YpT,Sun Dec 03 03:50:28 +0000 2017,Sun Dec 03 03:59:50 +0000 2017,messaging
2449499,2449498,257653,"Wish #Apple would remember what I had on, before I turned on the #AirplaneMode. Now, once I goto AirplaneMode &amp; later switch it off, then by default, #iPhone  switches on WiFi,Bluetooth &amp; CellularData. #iOS11 #userexperience #uxdesign @115858 https://t.co/ZHUrecCVsI",@257653 We value feedback and suggestions on what we can change. Tell us more here: https://t.co/GewaBVdeV8,Wed Nov 15 02:48:17 +0000 2017,Wed Nov 15 03:02:28 +0000 2017,connectivity
2300675,2300674,667735,".@115858 @AppleSupport luego de la actualización de iOS, se conecta wifi o Bluetooth automáticamente, debo manualmente desconectar, a ello habrá alguna solución? Gracias!!",@667735 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,Sun Nov 12 13:13:47 +0000 2017,Sun Nov 12 17:02:00 +0000 2017,connectivity
1269557,1269556,417253,@AppleSupport any reason why iTunes have taken 27 pound out of my account.. when I pay for Apple Music monthly not happy.,@417253 Our iTunes Store team can help check this out with you. You can reach them here to get started:  https://t.co/SDIe7UiyJN,Thu Oct 26 11:25:55 +0000 2017,Thu Oct 26 14:11:08 +0000 2017,purchase_payment_order
811798,811797,313425,"i cant access my iphone 7 plus because of this activation lock, helpppp @AppleSupport","@313425 Hi there. We received your DM, and we'll follow up there shortly to see how we can help. https://t.co/GDrqU22YpT",Sun Oct 08 12:42:55 +0000 2017,Sun Oct 08 16:17:00 +0000 2017,apple_id_account
413750,413749,213725,"What the hell @115948 @AppleSupport, my music app just crashed and offloaded all of my music to the cloud.",@213725 We'll be happy to help with your Apple Music. Can you DM us the device and version of OS we are working with? https://t.co/GDrqU22YpT,Fri Oct 06 11:16:09 +0000 2017,Fri Oct 06 15:06:00 +0000 2017,apple_app_service
1942967,1942965,577706,@AppleSupport iMessages,@577706 Do you have your Banners alerts set to Persistent? Here's how to check: https://t.co/2txgOv5s2M Let us know if this helps. https://t.co/GDrqU22YpT,Mon Oct 30 01:18:51 +0000 2017,Mon Oct 30 01:29:26 +0000 2017,messaging
2568137,2568135,728452,"@AppleSupport hi, I'm having trouble installing ios 11 and my phone keeps saying there's an error. What should I do?",@728452 Let's get your iPhone updated. Are you installing it via iTunes or is this an over-the-air update?,Mon Oct 30 15:47:47 +0000 2017,Mon Oct 30 15:55:00 +0000 2017,software_update
1558114,1558113,35933,Trying to buy AppleCare+ after receiving a device has got to be one of the most customer-hostile experiences @AppleSupport  offers.,@35933 If you are having trouble ordering AppleCare+ we'd be glad to help you. Join us in DM. https://t.co/GDrqU22YpT,Sat Nov 04 02:17:44 +0000 2017,Sat Nov 04 12:51:00 +0000 2017,purchase_payment_order
1496700,1496699,467483,"Hello @AppleSupport, why is it that when I type the letter “eye”, it autocorrects to this I️ I️ I️ when I️ hit “post”? Please help! https://t.co/V8wveVR71o","@467483 Shoot us over a DM, we'll offer any details we can. https://t.co/GDrqU22YpT",Fri Nov 03 03:09:40 +0000 2017,Fri Nov 03 12:25:27 +0000 2017,keyboard_text_input
644211,644210,272909,how long until we can connect and sync our phones to itunes through bluetooth/wirelessly? @115858,@272909 Syncing of iOS devices to iTunes is available over Wi-Fi. Take a look at this article: https://t.co/048FvsiWf8,Thu Oct 26 16:51:27 +0000 2017,Thu Oct 26 17:48:29 +0000 2017,connectivity
1623384,1623383,497285,@AppleSupport we constantly receive notification of enabling imessage and we hate it. Why do I need to send sms to enable iMessage?,"@497285 During iMessage activation a silent SMS is sent and without it, it will not activate. For more, check out: https://t.co/jhvYu3nzpA",Sun Nov 05 09:14:08 +0000 2017,Sun Nov 05 17:32:25 +0000 2017,messaging
2683660,2683658,240308,@AppleSupport What is the status of an annual subscription to #Apple music family plan?,"@240308 While we can't speculate on future changes to our available subscriptions, we appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOsnZd",Sun Nov 19 12:19:15 +0000 2017,Sun Nov 19 15:24:28 +0000 2017,purchase_payment_order
2500871,2500873,518480,"@AppleSupport iphone 7+, 11.1.1 and apple music.","@518480 Let's gather a bit more information: How are you listening to the music? Through a Bluetooth connection, or on the iPhone? Also, what app is the notification from that this is occurring with?",Wed Nov 15 19:44:05 +0000 2017,Wed Nov 15 20:15:55 +0000 2017,apple_app_service
2016881,2016880,596447,@66141 I need your help with an accidental subscription purchase by a 10-year old. @AppleSupport is being less than helpful. Please HELP!,@596447 We'd like to see if there's anything we can offer for assistance. DM us with the details and we'll start there. https://t.co/GDrqU22YpT,Sun Nov 05 18:34:01 +0000 2017,Sun Nov 05 21:16:00 +0000 2017,purchase_payment_order
2616655,2616654,739575,The 10th loop of trying to install new software from @115858 WARNING don’t update any of your devices they won’t work and apple is unhelpful. https://t.co/V9g4344BVN,@739575 We'll help out. Try doing a safe boot as described in the article below and installing from there. Let us know how that goes. https://t.co/PQ4LSYhUTY,Fri Nov 17 06:29:45 +0000 2017,Fri Nov 17 14:16:00 +0000 2017,software_update
2170684,2170683,636758,Hey @115858 could you plz fix our fucking keyboards? Getting real tired of not being able to type the letter I️. #GetYourShitTogether #IMissSteveJobs,@636758 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Wed Nov 08 08:06:30 +0000 2017,Wed Nov 08 15:31:36 +0000 2017,keyboard_text_input
1083352,1083351,375547,Anybody else having issues with their iPhone freezing for no reason? @115858,@375547 Let us look into that with you. During what action does it happen the most? DM us back to continue. https://t.co/GDrqU22YpT,Sun Oct 15 01:52:55 +0000 2017,Sun Oct 15 02:19:30 +0000 2017,device_performance
2476283,2476281,189851,@AppleSupport Trying to buy Apple Care for iPad and “Buy Now” sends me here. https://t.co/H8e5msGDTa,@189851 We can assist you. In which country are you located?,Wed Nov 15 04:59:30 +0000 2017,Wed Nov 15 13:44:01 +0000 2017,purchase_payment_order
372897,372895,204366,@AppleSupport I have a major problem with iMessage? I’m not receiving all iMessages and the read notifications are messed up,"@204366 Let's look into this together. Firstly, which software version are you running? Also, what's happening with your read tags?",Sun Oct 08 22:42:58 +0000 2017,Sun Oct 08 23:54:31 +0000 2017,messaging
654403,654402,275670,What’s going on with the new IOS update @115858 @AppleSupport ? I got a brand new iPhone 8. It’s not letting me download apps and some apps will freeze. This is important. I have to download my @7531 app. Please and thank you.,@275670 We want to make sure everything on your iPhone is working as you expect it. Let's start with the issues of apps not downloading on your iPhone. What's happening now when you try to download them? Have you tried restarting since this started?,Wed Nov 22 21:55:04 +0000 2017,Wed Nov 22 22:18:26 +0000 2017,software_update
942247,942245,254077,@343368 @AppleSupport Is Apple pay included or is Apple still cropping out on that one??,@254077 We'd like to make sure you get the info you're looking for. Could you confirm what country you're currently in?,Sat Oct 21 07:05:07 +0000 2017,Sat Oct 21 16:05:01 +0000 2017,purchase_payment_order
2056999,2056998,608360,Anyone else having issues with the new iOS draining their batteries? @115858 #appleuser,@608360 Let's take a look together. DM us a bit more detail about what's happening with your battery and we'll go from there. https://t.co/GDrqU22YpT,Fri Oct 06 19:24:55 +0000 2017,Fri Oct 06 22:06:28 +0000 2017,battery_charging
2795500,2795499,780080,"Though I have provivided all security info needed in transferring my apple account to my new iPhone, why am locked out of my account and now having to wait two days for it to be unlocked? Not great service @AppleSupport","@780080 The best way to verify your account and assist with your account, would be for you to get support from our Apple ID team at this link: https://t.co/UJm15vEnDA",Tue Nov 21 21:36:34 +0000 2017,Tue Nov 21 22:05:02 +0000 2017,apple_id_account
2271646,2271644,660894,"@AppleSupport my phone won’t connect to any WiFi now, how many more faults can there be with this phone 😩","@660894 We can help. Tell us what happens when you try to connect to Wi-Fi networks, and we’ll partner with you to get this figured out.",Mon Nov 20 20:46:30 +0000 2017,Mon Nov 20 20:50:00 +0000 2017,connectivity
1173956,1173955,396123,My phone freezes ALOT since my last software update. Please provide remedies? @AppleSupport,@396123 We'd love to help out. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU2kzhr,Tue Oct 24 19:46:21 +0000 2017,Tue Oct 24 20:20:06 +0000 2017,device_performance
1807634,1807633,543053,WTF @115858 I SHUT OFF MY PHONE AND ALL MY PHOTOS ARE LOST,@543053 We're happy to look into this. Do you use iCloud Photo Library? Are you currently connected to Wi-Fi? Join us in DM for help. https://t.co/GDrqU22YpT,Sat Oct 14 05:44:19 +0000 2017,Sat Oct 14 12:58:30 +0000 2017,photos_media
2362988,2362986,682278,@AppleSupport why is it that iMessage is sending my iMessages as texts to only one specific person and not others?,@682278 Thanks for reaching out. Does this recipient use an iPhone? Do they have iMessages setup for themselves?,Mon Nov 13 21:27:32 +0000 2017,Mon Nov 13 21:56:34 +0000 2017,messaging
2466451,2466450,365762,@AppleSupport will I get any money back if I cancel AppleCare+ after having it for a year? In the UK!,@365762 That's a good question! This article will explain how the refunds work for AppleCare: https://t.co/HU0dOqwRgw,Sun Oct 29 20:16:53 +0000 2017,Sun Oct 29 20:24:27 +0000 2017,purchase_payment_order
2978309,2978308,821401,"@115858 
So, carelessly launching ios version without appropriately trialling it, crashing peoples' IPhones, and then solving the problem by restoring and updating their IPhones, but without any data!
Is that what you are calling professionalism and customer care?","@821401 Hello there. If you're having a current issue with restoring from your iOS backup, we'd like to know more. Reach out to us via DM with the iPhone model to begin. We’ll do everything we can to help. https://t.co/GDrqU22YpT",Fri Nov 17 13:43:18 +0000 2017,Fri Nov 17 16:12:27 +0000 2017,device_performance
